ticker	rank	held	gics_sector	gics_sector_name	sector_trend_state	ma_20	ma_50	ma_100	ma_200	sma_distance_pct	rs_leadership	rs_spy_20d	structure	structure_shift	day_vol	flow	energy	entry	bracket.stop	bracket.stop_type	bracket.valid	bracket.risk_pct	squeeze_breakout_state	was_squeezed	squeeze_breakout_volume_confirmed	elder_context.vcp.base_range_pct	elder_context.vcp.vcp_tightness_pct	elder_pattern	mp_accel_state	rs_down_day_20d	div_state	div_bear_count	bracket.atr_fallback_stop	bracket.invalid_reason
CRM	24	False	XLK	Technology	Momentum Fading — Hold, Don't Add	192.57	174.59	177.74	200.82	19.8	LEADER	24.18	89.5	ABOVE_STRUCTURE	0.75	63.2	73.9	209.17	null	null	False	null	NONE	False	False	23.2	45.4	ACCELERATION	ACCELERATING	0.63	NONE	0	201.11	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
VERX	107	False	XLK	Technology	Momentum Fading — Hold, Don't Add	12.72	12.31	12.53	14.92	9.43	IN-LINE	9.85	70.5	BEARISH_CHOCH	0.33	61.8	77.3	13.47	null	null	False	null	NONE	False	False	19.6	52.8	null	ACCELERATING	-0.21	BEARISH	2	12.76	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
COP	87	False	XLE	Energy	Momentum Fading — Hold, Don't Add	122.95	115.7	118.43	110.51	16.57	LEADER	8.52	73.7	ABOVE_STRUCTURE	1.27	65.8	64.7	134.87	null	null	False	null	NONE	False	False	18.2	45.2	SUSTAINED	DECELERATING	2.37	NONE	0	131.61	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CNQ	82	False	XLE	Energy	Momentum Fading — Hold, Don't Add	47.37	44.34	45.43	41.62	15.92	LEADER	7.05	76.8	ABOVE_STRUCTURE	0.61	68.4	70.6	51.4	null	null	False	null	NONE	False	False	15.3	42.8	SUSTAINED	DECELERATING	2.2	NONE	0	50.24	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
VLTO	153	False	XLI	Industrials	Declining — Avoid	97.17	92.37	89.83	93.46	6.93	LEADER	3.71	63.2	RANGE	1.27	31.6	84.9	98.77	null	null	False	null	NONE	True	False	null	null	null	ACCELERATING	0.43	NONE	0	96.49	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ICE	13	False	XLF	Financials	Declining — Avoid	153.3	142.62	148.74	154.66	13.06	LEADER	6.98	80.0	BULLISH_BOS	0.88	73.7	78.2	161.25	null	null	False	null	NONE	False	False	11.2	45.6	null	FLAT	0.88	NONE	0	157.56	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
COLD	161	False	XLRE	Real Estate	Momentum Building — Add	14.63	14.99	14.2	13.19	1.75	IN-LINE	2.87	57.9	RANGE	0.59	48.7	70.6	15.25	null	null	False	null	NONE	True	False	11.5	58.5	ACCELERATION	ACCELERATING	0.23	NONE	0	14.74	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
NTR	125	False	XLB	Materials	Momentum Fading — Hold, Don't Add	68.56	66.53	69.15	67.84	13.14	LEADER	6.9	76.8	ABOVE_STRUCTURE	1.12	67.1	62.2	75.27	72.25	swing_low	True	4.01	NONE	False	False	16.8	62.6	SUSTAINED	ACCELERATING	1.86	NONE	0	73.4	null
GWRE	59	False	XLK	Technology	Momentum Fading — Hold, Don't Add	168.62	144.55	141.48	158.32	30.88	LEADER	33.24	71.6	ABOVE_STRUCTURE	1.03	53.9	78.2	189.19	null	null	False	null	NONE	False	False	29.0	37.4	null	ACCELERATING	1.17	NONE	0	180.95	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
U	54	False	XLK	Technology	Momentum Fading — Hold, Don't Add	40.18	33.42	29.84	31.88	40.42	LEADER	60.35	61.1	ABOVE_STRUCTURE	0.58	68.4	65.5	46.93	null	null	False	null	NONE	False	False	49.5	14.9	null	DECELERATING	2.64	NONE	0	44.96	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CNH	138	False	XLI	Industrials	Declining — Avoid	10.73	10.65	10.65	10.63	11.48	LAGGARD	2.83	58.3	null	1.44	84.2	57.1	11.87	null	null	False	null	NONE	False	False	18.0	94.9	INTERRUPTED	ACCELERATING	-0.49	MIXED	3	11.38	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ZETA	77	False	XLK	Technology	Momentum Fading — Hold, Don't Add	26.02	22.64	20.48	19.53	28.39	LEADER	48.33	80.8	RANGE	0.58	55.3	61.3	29.07	null	null	False	null	null	null	null	41.0	19.7	null	null	1.39	null	null	27.56	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
NCNO	76	False	XLK	Technology	Momentum Fading — Hold, Don't Add	19.43	17.61	17.17	19.28	17.12	IN-LINE	20.89	71.6	ABOVE_STRUCTURE	1.02	51.3	77.3	20.62	null	null	False	null	NONE	False	False	22.3	25.2	null	ACCELERATING	-0.04	BEARISH	2	19.8	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
P	108	False	XLI	Industrials	Declining — Avoid	95.63	82.74	77.88	74.95	31.19	LEADER	41.96	61.1	ABOVE_STRUCTURE	0.85	67.1	58.8	108.55	null	null	False	null	NONE	False	False	54.3	18.8	null	DECELERATING	2.41	NONE	0	103.23	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ADP	93	False	XLI	Industrials	Declining — Avoid	270.7	249.48	230.52	235.62	12.56	LEADER	8.66	73.7	BULLISH_BOS	1.07	59.2	71.4	280.81	null	null	False	null	NONE	False	False	11.6	51.3	ACCUMULATION_BASE	ACCELERATING	0.79	NONE	0	273.52	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
MSTR	99	False	XLK	Technology	Momentum Fading — Hold, Don't Add	98.57	99.78	127.32	143.95	19.51	IN-LINE	26.46	41.5	ABOVE_STRUCTURE	2.41	100.0	58.8	119.25	null	null	False	null	NONE	False	False	31.0	88.7	ACCELERATION	ACCELERATING	0.01	BEARISH	1	112.47	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
TTEK	95	False	XLI	Industrials	Declining — Avoid	34.92	31.84	30.74	32.83	16.21	IN-LINE	13.06	73.7	ABOVE_STRUCTURE	1.04	63.2	59.7	37.0	null	null	False	null	NONE	False	False	17.0	33.9	CORRECTION_REENTRY	ACCELERATING	0.15	NONE	0	35.94	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ABT	75	False	XLV	Healthcare	Momentum Fading — Hold, Don't Add	109.26	99.94	95.85	107.08	16.71	LEADER	9.55	84.2	ABOVE_STRUCTURE	1.17	59.2	69.7	116.64	null	null	False	null	NONE	False	False	12.5	51.6	CORRECTION_REENTRY	DECELERATING	1.14	NONE	0	113.99	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
UAL	197	False	XLI	Industrials	Declining — Avoid	123.48	123.53	110.77	107.51	-8.38	LAGGARD	-7.94	29.5	RANGE	1.04	28.9	45.6	113.17	107.51	ma200	True	5.0	NONE	False	False	null	null	null	DECELERATING	-1.53	NONE	0	109.0	null
AZN	188	False	XLV	Healthcare	Momentum Fading — Hold, Don't Add	162.96	172.15	181.01	184.02	-3.58	LEADER	-5.56	42.1	BEARISH_CHOCH	0.73	52.6	37.8	165.98	154.53	swing_low_1	True	6.9	NONE	False	False	13.2	53.9	ACCELERATION	ACCELERATING	0.92	NONE	0	161.93	null
FIG	68	False	XLK	Technology	Momentum Fading — Hold, Don't Add	25.28	22.46	21.5	26.72	20.67	LEADER	24.69	83.2	BEARISH_CHOCH	0.48	55.3	81.5	27.1	25.28	ma20	True	6.72	NONE	False	False	27.4	46.7	ACCELERATION	ACCELERATING	0.3	NONE	0	25.28	null
SONY	16	False	XLK	Technology	Momentum Fading — Hold, Don't Add	23.26	21.66	21.49	23.0	10.44	LEADER	10.39	86.3	RANGE	0.66	57.9	81.5	23.92	null	null	False	null	NONE	False	False	12.6	26.1	INTERRUPTED	FLAT	1.18	BEARISH	1	23.4	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
PEP	119	False	XLP	Consumer Staples	Momentum Fading — Hold, Don't Add	140.18	140.05	145.85	148.95	2.45	LEADER	1.38	54.7	null	0.95	78.9	78.2	143.48	null	null	False	null	NONE	True	False	6.2	68.8	ACCELERATION	ACCELERATING	0.37	NONE	0	140.8	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
TPG	62	False	XLF	Financials	Declining — Avoid	48.8	44.75	43.48	49.29	17.09	LAGGARD	18.72	70.5	RANGE	0.61	57.9	71.4	52.4	49.29	ma200	True	5.94	NONE	False	False	30.0	18.5	null	DECELERATING	-0.64	NONE	0	50.37	null
UNP	162	False	XLI	Industrials	Declining — Avoid	296.1	286.22	273.84	256.33	7.63	LEADER	-3.39	68.4	RANGE	0.97	36.8	84.9	308.05	296.1	ma20	True	3.88	BREAKOUT_UP	True	False	7.9	54.4	null	ACCELERATING	0.48	NONE	0	301.71	null
PGR	175	False	XLF	Financials	Declining — Avoid	213.24	214.99	206.99	210.46	1.99	LEADER	-1.08	51.6	BULLISH_BOS	0.74	52.6	61.3	219.28	213.24	ma_cluster	True	2.75	NONE	False	False	9.7	100.0	ACCELERATION	ACCELERATING	0.68	NONE	0	213.88	null
CPNG	192	False	XLY	Consumer Discretionary	Momentum Fading — Hold, Don't Add	16.14	16.96	17.58	19.95	-3.0	LAGGARD	2.5	44.2	BEARISH_CHOCH	0.58	22.4	58.2	16.45	15.03	swing_low_3	True	8.63	NONE	True	False	12.4	58.2	INTERRUPTED	ACCELERATING	-0.55	NONE	0	15.84	null
KMX	39	False	XLY	Consumer Discretionary	Momentum Fading — Hold, Don't Add	58.74	55.64	48.46	44.89	11.67	LEADER	2.96	82.1	BULLISH_BOS	0.75	78.9	78.2	62.13	null	null	False	null	NONE	True	False	11.4	84.1	INTERRUPTED	ACCELERATING	0.55	NONE	0	59.99	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
FCX	11	False	XLB	Materials	Momentum Fading — Hold, Don't Add	67.11	64.68	64.2	59.15	18.53	LEADER	18.83	88.4	ABOVE_STRUCTURE	2.25	94.7	60.5	76.66	null	null	False	null	null	null	null	28.2	57.5	ACCELERATION	null	0.5	null	null	73.66	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
SPOT	156	False	XLC	Communication Services	Momentum Fading — Hold, Don't Add	504.26	486.34	483.24	511.51	9.74	LEADER	6.95	78.9	BULLISH_BOS	0.7	34.2	71.4	533.72	null	null	False	null	NONE	False	False	16.5	63.8	ACCELERATION	ACCELERATING	1.41	NONE	0	512.01	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
MNST	173	False	XLP	Consumer Staples	Momentum Fading — Hold, Don't Add	47.09	47.46	44.04	41.22	0.69	LEADER	-1.4	43.2	RANGE	0.68	73.7	49.6	47.79	null	null	False	null	NONE	False	False	10.4	57.7	ACCELERATION	ACCELERATING	0.71	BULLISH	0	46.62	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
DXCM	96	False	XLV	Healthcare	Momentum Fading — Hold, Don't Add	85.3	77.63	71.49	69.32	18.95	LEADER	25.45	74.1	ABOVE_STRUCTURE	0.61	57.9	59.7	92.34	null	null	False	null	NONE	False	False	25.0	19.5	null	ACCELERATING	0.47	NONE	0	89.53	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
TRI	105	False	XLI	Industrials	Declining — Avoid	102.68	92.96	90.74	104.15	13.52	IN-LINE	13.43	68.4	RANGE	0.62	40.8	87.4	105.53	null	null	False	null	NONE	True	False	22.1	36.7	INTERRUPTED	ACCELERATING	-0.19	BEARISH	3	100.49	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
TSLA	73	False	XLY	Consumer Discretionary	Momentum Fading — Hold, Don't Add	328.14	365.86	381.55	403.32	-0.82	LAGGARD	12.29	48.4	BEARISH_CHOCH	1.68	94.7	63.0	362.86	337.24	swing_low_2	True	7.06	NONE	False	False	20.8	48.7	CORRECTION_REENTRY	ACCELERATING	-0.25	NONE	0	349.0	null
VEEV	106	False	XLV	Healthcare	Momentum Fading — Hold, Don't Add	226.42	197.66	181.7	199.74	25.41	LEADER	29.48	55.8	ABOVE_STRUCTURE	0.62	57.9	67.2	247.9	null	null	False	null	NONE	False	False	29.1	21.2	null	ACCELERATING	1.01	NONE	0	239.52	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
AMCR	140	False	XLY	Consumer Discretionary	Momentum Fading — Hold, Don't Add	46.62	44.24	41.73	42.51	9.82	IN-LINE	5.47	73.7	BULLISH_BOS	0.75	50.0	73.1	48.59	null	null	False	null	NONE	False	False	9.4	90.4	ACCUMULATION_BASE	ACCELERATING	0.13	BEARISH	3	47.34	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
MTCH	144	False	XLC	Communication Services	Momentum Fading — Hold, Don't Add	38.61	37.93	36.58	34.21	7.74	LAGGARD	4.18	71.6	RANGE	0.69	67.1	61.3	40.87	null	null	False	null	NONE	False	False	13.4	75.2	ACCELERATION	ACCELERATING	-0.28	BEARISH	2	39.61	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ELS	182	False	XLRE	Real Estate	Momentum Building — Add	65.2	64.7	63.89	63.75	1.17	LEADER	-4.52	54.7	BEARISH_CHOCH	0.79	28.9	74.8	65.46	null	null	False	null	NONE	True	False	6.6	41.3	INTERRUPTED	FLAT	0.4	NONE	0	64.25	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
FBP	176	False	XLF	Financials	Declining — Avoid	29.0	27.54	25.56	23.33	3.55	LEADER	-4.67	60.0	BEARISH_CHOCH	0.84	36.8	63.9	28.52	null	null	False	null	NONE	True	False	null	null	null	DECELERATING	0.33	NONE	0	28.01	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
T	109	False	XLC	Communication Services	Momentum Fading — Hold, Don't Add	24.22	22.91	24.21	25.11	10.41	LEADER	1.18	81.1	BEARISH_CHOCH	0.64	57.9	73.9	25.29	null	null	False	null	NONE	False	False	12.5	29.7	null	DECELERATING	0.82	NONE	0	24.71	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
EQNR	40	False	XLE	Energy	Momentum Fading — Hold, Don't Add	40.54	36.98	37.78	32.54	15.9	LEADER	2.6	84.2	ABOVE_STRUCTURE	0.62	73.7	79.0	42.86	null	null	False	null	NONE	False	False	13.1	38.8	SUSTAINED	DECELERATING	2.51	NONE	0	41.79	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
SCHW	31	False	XLF	Financials	Declining — Avoid	108.05	101.42	96.29	96.67	10.73	LEADER	6.5	81.1	ABOVE_STRUCTURE	1.02	73.7	72.3	112.3	null	null	False	null	NONE	False	False	9.3	27.5	INTERRUPTED	ACCELERATING	0.54	NONE	0	110.27	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
SOFI	163	False	XLF	Financials	Declining — Avoid	17.75	17.67	17.24	20.51	7.0	LAGGARD	11.26	76.8	BULLISH_BOS	0.98	26.3	64.7	18.91	17.75	ma20	True	6.13	NONE	False	False	25.2	33.0	CORRECTION_REENTRY	ACCELERATING	-1.87	NONE	0	18.05	null
DBRG	181	False	XLF	Financials	Declining — Avoid	15.9	15.82	15.72	14.85	0.7	LEADER	-3.44	62.1	RANGE	0.91	15.8	71.4	15.93	null	null	False	null	NONE	False	False	null	null	null	DECELERATING	0.51	NONE	0	15.89	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ADSK	128	False	XLK	Technology	Momentum Fading — Hold, Don't Add	244.63	219.77	228.52	249.45	15.5	LEADER	17.39	88.4	RANGE	0.9	26.3	78.2	253.83	null	null	False	null	NONE	False	False	20.5	31.8	INTERRUPTED	FLAT	0.73	BEARISH	2	244.26	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
INTU	48	False	XLK	Technology	Momentum Fading — Hold, Don't Add	334.28	299.33	335.15	442.47	22.61	LEADER	20.22	73.1	ABOVE_STRUCTURE	0.92	67.1	71.4	367.0	335.15	ma100	True	8.68	NONE	False	False	21.5	52.4	null	ACCELERATING	1.29	NONE	0	352.48	null
GFI	9	False	XLB	Materials	Momentum Fading — Hold, Don't Add	38.43	35.91	39.6	43.35	33.13	LEADER	42.58	80.0	ABOVE_STRUCTURE	1.33	84.2	63.0	47.81	null	null	False	null	NONE	False	False	41.6	41.4	null	FLAT	2.05	NONE	0	45.96	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
DHR	98	False	XLV	Healthcare	Momentum Fading — Hold, Don't Add	202.86	195.43	188.21	202.97	11.98	LEADER	10.66	84.2	ABOVE_STRUCTURE	1.07	67.1	60.5	218.85	null	null	False	null	NONE	False	False	15.0	67.1	ACCELERATION	ACCELERATING	0.79	NONE	0	211.89	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
RVMD	118	False	XLV	Healthcare	Momentum Fading — Hold, Don't Add	199.8	187.0	163.18	126.66	12.01	LEADER	7.07	66.3	ABOVE_STRUCTURE	1.28	63.2	71.4	209.46	199.8	ma20	True	4.61	NONE	False	False	21.2	38.2	null	ACCELERATING	1.19	NONE	0	202.12	null
ACN	150	False	XLK	Technology	Momentum Fading — Hold, Don't Add	173.06	153.35	167.92	205.74	20.82	LEADER	22.42	73.7	ABOVE_STRUCTURE	0.74	30.3	71.4	185.28	null	null	False	null	NONE	False	False	23.0	45.4	CORRECTION_REENTRY	FLAT	0.92	NONE	0	177.25	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ARE	164	False	XLRE	Real Estate	Momentum Building — Add	50.21	50.61	48.62	50.19	5.7	IN-LINE	1.38	51.6	RANGE	1.43	75.0	54.6	53.49	null	null	False	null	NONE	False	False	19.6	84.1	ACCELERATION	ACCELERATING	-0.07	NONE	0	51.41	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CCJ	155	False	XLE	Energy	Momentum Fading — Hold, Don't Add	94.24	96.14	105.05	104.83	6.62	IN-LINE	13.05	53.7	RANGE	1.33	60.5	62.2	102.51	96.14	ma50	True	6.21	NONE	False	False	20.7	43.7	INTERRUPTED	DECELERATING	-0.06	NONE	0	98.57	null
DV	92	False	XLK	Technology	Momentum Fading — Hold, Don't Add	12.47	11.57	10.9	10.69	15.05	LEADER	22.42	78.9	RANGE	0.24	51.3	62.2	13.31	null	null	False	null	null	null	null	21.6	2.4	null	null	0.58	null	null	13.01	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
NU	169	False	XLF	Financials	Declining — Avoid	14.3	13.73	13.72	15.02	6.18	IN-LINE	-0.15	51.4	RANGE	0.98	40.8	72.3	14.58	null	null	False	null	NONE	True	False	19.3	44.6	CORRECTION_REENTRY	DECELERATING	-0.22	BEARISH	1	13.95	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
A	17	False	XLV	Healthcare	Momentum Fading — Hold, Don't Add	145.75	137.52	128.53	131.3	15.62	LEADER	11.12	63.2	ABOVE_STRUCTURE	1.63	88.2	68.9	159.0	null	null	False	null	null	null	null	16.7	51.9	null	null	0.91	null	null	154.97	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ABBV	121	False	XLV	Healthcare	Momentum Fading — Hold, Don't Add	253.29	247.99	229.2	226.56	6.84	LEADER	-1.47	76.8	RANGE	0.96	73.7	73.1	264.96	null	null	False	null	NONE	False	False	10.3	70.1	ACCELERATION	ACCELERATING	0.87	NONE	0	258.8	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
MPC	29	False	XLE	Energy	Momentum Fading — Hold, Don't Add	329.67	297.52	270.63	232.71	21.24	LEADER	13.02	82.1	ABOVE_STRUCTURE	0.93	73.7	65.5	360.72	null	null	False	null	NONE	False	False	23.5	14.5	null	DECELERATING	1.73	NONE	0	349.98	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CTVA	191	False	XLB	Materials	Momentum Fading — Hold, Don't Add	79.81	81.86	81.25	76.34	-0.09	LEADER	-11.98	32.6	BEARISH_CHOCH	0.95	55.3	39.6	81.79	null	null	False	null	NONE	False	False	19.9	42.6	INTERRUPTED	ACCELERATING	0.83	NONE	0	79.57	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CMCSA	65	False	XLC	Communication Services	Momentum Fading — Hold, Don't Add	25.22	24.12	25.31	27.06	11.3	LEADER	16.78	94.7	ABOVE_STRUCTURE	0.73	48.7	63.9	26.85	25.31	ma100	True	5.74	NONE	False	False	18.9	30.9	CORRECTION_REENTRY	ACCELERATING	0.87	NONE	0	26.11	null
MDLZ	66	False	XLP	Consumer Staples	Momentum Fading — Hold, Don't Add	62.78	61.33	60.66	58.81	5.09	LEADER	2.87	63.2	RANGE	0.67	73.7	84.9	64.45	62.78	ma20	True	2.59	NONE	True	False	10.4	41.0	ACCELERATION	ACCELERATING	0.76	NONE	0	63.02	null
BULL	154	False	XLK	Technology	Momentum Fading — Hold, Don't Add	7.68	7.38	6.87	7.18	19.04	IN-LINE	13.6	68.4	ABOVE_STRUCTURE	2.33	57.9	51.3	8.78	8.08	fib_618	True	7.97	NONE	False	False	35.8	66.6	CORRECTION_REENTRY	ACCELERATING	0.19	NONE	0	8.29	null
TRU	81	False	XLI	Industrials	Declining — Avoid	80.83	76.06	73.43	76.42	11.24	IN-LINE	6.96	74.7	RANGE	0.76	59.2	81.5	84.61	null	null	False	null	NONE	True	False	13.9	69.0	ACCELERATION	ACCELERATING	0.17	NONE	0	81.66	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
DIS	134	False	XLC	Communication Services	Momentum Fading — Hold, Don't Add	102.25	99.86	101.03	104.09	7.93	LEADER	10.01	77.9	ABOVE_STRUCTURE	0.63	46.1	63.9	107.78	null	null	False	null	null	null	null	14.0	35.2	null	null	0.98	null	null	105.52	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
BDX	44	False	XLV	Healthcare	Momentum Fading — Hold, Don't Add	176.49	161.4	155.84	157.66	18.96	LEADER	19.17	73.7	ABOVE_STRUCTURE	1.33	71.1	58.0	192.0	null	null	False	null	NONE	False	False	20.2	30.8	CORRECTION_REENTRY	ACCELERATING	1.3	NONE	0	187.42	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
APLE	165	False	XLRE	Real Estate	Momentum Building — Add	16.3	16.48	15.07	13.53	1.15	IN-LINE	-4.22	49.5	RANGE	0.96	73.7	64.7	16.67	null	null	False	null	NONE	False	False	10.6	51.7	ACCELERATION	ACCELERATING	-0.08	BEARISH	5	16.32	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
WBD	28	False	XLC	Communication Services	Momentum Fading — Hold, Don't Add	26.92	26.74	26.93	27.0	6.79	LEADER	7.16	81.1	ABOVE_STRUCTURE	0.67	73.7	64.7	28.55	null	null	False	null	null	null	null	12.7	26.5	null	null	1.06	null	null	28.06	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
KMI	185	False	XLE	Energy	Momentum Fading — Hold, Don't Add	31.72	32.03	32.16	30.83	-3.26	LEADER	-9.35	40.0	RANGE	1.13	67.1	43.7	30.98	null	null	False	null	NONE	True	False	null	null	null	DECELERATING	0.88	NONE	0	30.2	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
NEM	15	False	XLB	Materials	Momentum Fading — Hold, Don't Add	109.32	101.54	106.44	106.36	29.59	LEADER	37.57	84.2	ABOVE_STRUCTURE	1.42	71.1	63.0	131.58	null	null	False	null	NONE	False	False	39.2	34.0	null	DECELERATING	2.17	NONE	0	127.01	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
GPN	57	False	XLF	Financials	Declining — Avoid	88.65	79.5	74.3	74.87	17.59	IN-LINE	11.91	74.7	RANGE	1.31	57.9	81.5	93.49	null	null	False	null	NONE	False	False	15.3	31.6	INTERRUPTED	DECELERATING	0.03	BEARISH	2	90.35	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
NWL	133	False	XLP	Consumer Staples	Momentum Fading — Hold, Don't Add	5.88	5.52	4.73	4.34	10.25	LAGGARD	16.26	54.5	RANGE	0.45	65.8	68.1	6.09	null	null	False	null	NONE	False	False	35.1	22.3	INTERRUPTED	DECELERATING	-0.69	NONE	0	5.74	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
BRO	115	False	XLF	Financials	Declining — Avoid	71.35	67.49	64.31	69.78	8.05	LEADER	4.15	66.3	RANGE	0.55	55.3	86.6	72.92	null	null	False	null	NONE	True	False	11.1	59.7	ACCUMULATION_BASE	ACCELERATING	0.42	NONE	0	70.77	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
IBKR	142	False	XLF	Financials	Declining — Avoid	90.08	91.8	86.19	77.65	2.25	LAGGARD	-1.3	60.0	RANGE	1.27	78.9	74.8	93.87	90.08	ma_cluster	True	4.04	NONE	True	False	10.3	60.3	CORRECTION_REENTRY	ACCELERATING	-0.33	BULLISH	0	90.68	null
ARM	199	False	XLK	Technology	Momentum Fading — Hold, Don't Add	260.78	302.36	268.51	197.14	-19.53	LAGGARD	-10.04	26.3	BEARISH_CHOCH	0.69	15.8	42.0	243.32	219.39	swing_low_1	True	9.83	NONE	False	False	null	null	null	DECELERATING	-1.66	BULLISH	0	222.42	null
RJF	172	False	XLF	Financials	Declining — Avoid	177.75	167.95	159.51	159.53	4.32	IN-LINE	-0.14	63.2	RANGE	1.78	43.4	76.5	175.2	170.54	fib_618	True	2.66	NONE	True	False	null	null	null	DECELERATING	0.12	BEARISH	1	171.45	null
JPM	190	False	XLF	Financials	Declining — Avoid	357.08	343.94	324.82	316.07	2.22	IN-LINE	-4.09	60.0	RANGE	1.31	25.0	60.5	351.58	343.94	ma50	True	2.17	NONE	False	False	null	null	null	DECELERATING	0.03	BEARISH	1	345.35	null
