ticker	rank	held	structure	structure_shift	sma_distance_pct	atr_14d	atr_caution	day_vol	mp_state	mp_accel_state	lens	entry	bracket.stop	bracket.stop_type	bracket.valid	bracket.risk_pct	squeeze_breakout_state	was_squeezed	squeeze_breakout_volume_confirmed	elder_pattern	div_state	div_bear_count	bracket.atr_fallback_stop	bracket.invalid_reason
MRK	6	False	73.7	ABOVE_STRUCTURE	19.18	4.41	False	1.59	STRONG	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	152.55	null	null	False	null	NONE	False	False	CORRECTION_REENTRY	NONE	0	148.14	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
B	27	False	86.7	null	22.5	1.67	False	1.04	STRONG	FLAT	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""--"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	47.6	null	null	False	null	NONE	False	False	CORRECTION_REENTRY	NONE	0	45.93	no valid bracket — no structural resistance above price
DASH	46	False	84.2	BULLISH_BOS	16.68	8.04	False	0.84	STRONG	null	"{""leadership"": ""--"", ""coil"": ""--"", ""insti_money"": ""--"", ""structure"": ""strong"", ""resistance"": ""--"", ""extension"": null, ""sector"": ""strong""}"	223.49	null	null	False	null	null	null	null	null	null	null	215.45	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CWK	74	False	80.0	ABOVE_STRUCTURE	9.21	0.6	False	0.73	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""ok""}"	14.82	null	null	False	null	NONE	False	False	null	BEARISH	4	14.22	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ELS	182	False	54.7	BEARISH_CHOCH	1.17	1.21	False	0.79	BUILDING	FLAT	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""warn"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""ok""}"	65.46	null	null	False	null	NONE	True	False	INTERRUPTED	NONE	0	64.25	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
MSTR	99	False	41.5	ABOVE_STRUCTURE	19.51	6.78	False	2.41	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	119.25	null	null	False	null	NONE	False	False	ACCELERATION	BEARISH	1	112.47	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
TRU	81	False	74.7	RANGE	11.24	2.96	False	0.76	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""warn""}"	84.61	null	null	False	null	NONE	True	False	ACCELERATION	NONE	0	81.66	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
MDT	120	False	68.4	null	10.67	2.15	False	1.07	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""warn"", ""structure"": ""--"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	93.35	null	null	False	null	NONE	False	False	null	NONE	0	91.2	no valid bracket — no structural resistance above price
BETA	61	False	58.3	ABOVE_STRUCTURE	27.66	1.69	False	0.84	FADING	DECELERATING	"{""leadership"": ""--"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""warn""}"	24.74	22.59	ma20	True	8.69	NONE	False	False	null	NONE	0	23.05	null
BFLY	129	True	61.1	RANGE	22.36	0.65	False	0.87	STRONG	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""ok""}"	9.55	null	null	False	null	NONE	False	False	null	BEARISH	5	8.9	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CNQ	82	False	76.8	ABOVE_STRUCTURE	15.92	1.16	False	0.61	FADING	DECELERATING	"{""leadership"": ""strong"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	51.4	null	null	False	null	NONE	False	False	SUSTAINED	NONE	0	50.24	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CMG	124	False	60.0	RANGE	9.46	1.38	False	1.06	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	36.9	null	null	False	null	NONE	False	False	ACCELERATION	NONE	0	35.52	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
TPG	62	False	70.5	RANGE	17.09	2.03	False	0.61	FADING	DECELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""warn""}"	52.4	49.29	ma200	True	5.94	NONE	False	False	null	NONE	0	50.37	null
GWRE	59	False	71.6	ABOVE_STRUCTURE	30.88	8.24	False	1.03	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	189.19	null	null	False	null	NONE	False	False	null	NONE	0	180.95	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
GIS	145	False	73.7	null	9.29	1.11	False	0.61	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""warn"", ""structure"": ""--"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	39.97	null	null	False	null	NONE	False	False	null	BULLISH	0	38.86	no valid bracket — no structural resistance above price
RHI	80	False	72.6	ABOVE_STRUCTURE	20.49	1.96	False	1.08	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""warn""}"	44.75	null	null	False	null	NONE	False	False	CORRECTION_REENTRY	NONE	0	42.79	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
SNY	126	False	68.4	BULLISH_BOS	5.41	0.83	False	0.58	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""strong"", ""structure"": ""strong"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	45.85	44.37	ma100	True	3.23	NONE	False	False	CORRECTION_REENTRY	NONE	0	45.02	null
FLUT	189	False	38.3	RANGE	-0.59	5.04	False	0.31	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	102.61	null	null	False	null	NONE	False	False	INTERRUPTED	NONE	0	97.56	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
MPC	29	False	82.1	ABOVE_STRUCTURE	21.24	10.74	False	0.93	STRONG	DECELERATING	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	360.72	null	null	False	null	NONE	False	False	null	NONE	0	349.98	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ACN	150	False	73.7	ABOVE_STRUCTURE	20.82	8.03	False	0.74	STRONG	FLAT	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	185.28	null	null	False	null	NONE	False	False	CORRECTION_REENTRY	NONE	0	177.25	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
RELY	101	False	76.8	RANGE	14.56	1.21	False	0.86	STRONG	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	26.67	null	null	False	null	NONE	False	False	CORRECTION_REENTRY	NONE	0	25.46	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
FLYW	26	False	87.4	ABOVE_STRUCTURE	12.99	0.74	False	0.91	STRONG	ACCELERATING	"{""leadership"": ""ok"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""warn""}"	19.54	null	null	False	null	NONE	False	False	CORRECTION_REENTRY	NONE	0	18.8	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
AFRM	168	False	60.0	BEARISH_CHOCH	0.69	3.63	False	0.82	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""warn"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	77.03	null	null	False	null	NONE	True	False	INTERRUPTED	NONE	0	73.4	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
SPGI	149	False	61.1	RANGE	3.5	11.03	False	0.85	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""warn""}"	431.29	null	null	False	null	NONE	False	False	ACCELERATION	NONE	0	420.26	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
AU	4	False	86.7	ABOVE_STRUCTURE	39.94	4.95	False	2.22	STRONG	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	121.22	null	null	False	null	NONE	False	False	null	BULLISH	0	116.27	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
DBX	114	False	73.7	RANGE	13.38	1.22	False	0.46	STRONG	ACCELERATING	"{""leadership"": ""ok"", ""coil"": ""ok"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	34.47	null	null	False	null	NONE	False	False	ACCUMULATION_BASE	BEARISH	2	33.25	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
VZ	136	False	76.8	BULLISH_BOS	8.29	1.04	False	0.66	FADING	DECELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""strong"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	49.45	null	null	False	null	NONE	False	False	null	NONE	0	48.41	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
UAL	197	False	29.5	RANGE	-8.38	4.17	False	1.04	FADING	DECELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""warn""}"	113.17	107.51	ma200	True	5.0	NONE	False	False	null	NONE	0	109.0	null
DLO	139	False	63.6	RANGE	7.51	0.59	False	1.85	BUILDING	ACCELERATING	"{""leadership"": ""ok"", ""coil"": ""strong"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	15.17	null	null	False	null	NONE	False	False	ACCUMULATION_BASE	NONE	0	14.58	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
GPN	57	False	74.7	RANGE	17.59	3.14	False	1.31	STRONG	DECELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""warn""}"	93.49	null	null	False	null	NONE	False	False	INTERRUPTED	BEARISH	2	90.35	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CXW	21	False	71.6	RANGE	10.11	1.53	False	1.71	BUILDING	FLAT	"{""leadership"": ""strong"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""ok""}"	34.01	null	null	False	null	NONE	False	False	CORRECTION_REENTRY	MIXED	3	32.48	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
PK	146	False	71.6	BULLISH_BOS	7.17	0.42	False	0.81	BUILDING	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""strong"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""ok""}"	15.78	null	null	False	null	NONE	False	False	null	NONE	0	15.36	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
SHO	183	False	30.9	RANGE	-1.51	0.27	False	0.62	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""ok""}"	11.29	10.99	swing_low_2	True	2.66	NONE	False	False	INTERRUPTED	NONE	0	11.02	null
OXY	63	True	71.6	ABOVE_STRUCTURE	11.89	1.53	False	0.76	BUILDING	DECELERATING	"{""leadership"": ""strong"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	61.3	57.93	fib_618	True	5.5	NONE	False	False	SUSTAINED	BULLISH	0	59.77	null
CCC	50	False	72.6	ABOVE_STRUCTURE	27.24	0.36	False	0.55	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	7.46	null	null	False	null	NONE	False	False	null	NONE	0	7.1	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
JNJ	141	False	71.6	RANGE	6.05	5.86	False	0.88	FADING	FLAT	"{""leadership"": ""strong"", ""coil"": ""strong"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	270.24	null	null	False	null	NONE	False	False	CORRECTION_REENTRY	NONE	0	264.38	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
T	109	False	81.1	BEARISH_CHOCH	10.41	0.58	False	0.64	FADING	DECELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""warn"", ""structure"": ""warn"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	25.29	null	null	False	null	NONE	False	False	null	NONE	0	24.71	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
NTR	125	False	76.8	ABOVE_STRUCTURE	13.14	1.87	False	1.12	BUILDING	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	75.27	72.25	swing_low	True	4.01	NONE	False	False	SUSTAINED	NONE	0	73.4	null
VLTO	153	False	63.2	RANGE	6.93	2.28	False	1.27	BUILDING	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""strong"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""warn""}"	98.77	null	null	False	null	NONE	True	False	null	NONE	0	96.49	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
FRSH	78	False	66.3	ABOVE_STRUCTURE	20.13	0.55	False	0.47	STRONG	null	"{""leadership"": ""--"", ""coil"": ""--"", ""insti_money"": ""--"", ""structure"": ""ok"", ""resistance"": ""--"", ""extension"": null, ""sector"": ""strong""}"	12.98	null	null	False	null	null	null	null	null	null	null	12.43	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
NDAQ	86	False	73.7	BULLISH_BOS	9.1	2.12	False	1.31	FADING	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""strong"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""warn""}"	98.22	null	null	False	null	NONE	True	False	INTERRUPTED	NONE	0	96.1	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ABBV	121	False	76.8	RANGE	6.84	6.16	False	0.96	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	264.96	null	null	False	null	NONE	False	False	ACCELERATION	NONE	0	258.8	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CNH	138	False	58.3	null	11.48	0.49	False	1.44	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""strong"", ""structure"": ""--"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""warn""}"	11.87	null	null	False	null	NONE	False	False	INTERRUPTED	MIXED	3	11.38	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
COLD	161	False	57.9	RANGE	1.75	0.51	False	0.59	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""ok""}"	15.25	null	null	False	null	NONE	True	False	ACCELERATION	NONE	0	14.74	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
VEEV	106	False	55.8	ABOVE_STRUCTURE	25.41	8.38	False	0.62	FADING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	247.9	null	null	False	null	NONE	False	False	null	NONE	0	239.52	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CHYM	56	False	76.8	RANGE	40.68	1.54	False	0.61	STRONG	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""warn""}"	32.78	null	null	False	null	NONE	False	False	null	BEARISH	1	31.24	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
VG	159	False	66.3	RANGE	11.55	0.74	False	0.8	FADING	DECELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	14.21	null	null	False	null	NONE	False	False	CORRECTION_REENTRY	NONE	0	13.47	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
FCX	11	False	88.4	ABOVE_STRUCTURE	18.53	3.0	False	2.25	BUILDING	null	"{""leadership"": ""--"", ""coil"": ""--"", ""insti_money"": ""--"", ""structure"": ""ok"", ""resistance"": ""--"", ""extension"": null, ""sector"": ""strong""}"	76.66	null	null	False	null	null	null	null	ACCELERATION	null	null	73.66	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
TEM	1	False	84.2	ABOVE_STRUCTURE	38.04	4.42	False	2.5	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	72.69	null	null	False	null	NONE	False	False	ACCELERATION	NONE	0	68.27	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CVX	85	False	71.6	ABOVE_STRUCTURE	10.56	4.08	False	0.91	FADING	DECELERATING	"{""leadership"": ""strong"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	205.27	null	null	False	null	NONE	False	False	null	NONE	0	201.19	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CME	42	True	76.8	null	9.06	6.41	False	0.92	FADING	DECELERATING	"{""leadership"": ""ok"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""--"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""warn""}"	274.98	265.59	ma20	True	3.41	BREAKOUT_UP	True	False	CORRECTION_REENTRY	NONE	0	268.57	null
F	178	False	50.5	RANGE	1.78	0.47	False	0.91	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	14.41	null	null	False	null	NONE	False	False	INTERRUPTED	NONE	0	13.94	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
EL	8	False	86.3	ABOVE_STRUCTURE	19.97	3.65	False	1.96	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	101.94	null	null	False	null	NONE	False	False	ACCELERATION	NONE	0	98.29	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
P	108	False	61.1	ABOVE_STRUCTURE	31.19	5.32	False	0.85	FADING	DECELERATING	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""warn""}"	108.55	null	null	False	null	NONE	False	False	null	NONE	0	103.23	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
TTAN	30	False	78.9	ABOVE_STRUCTURE	21.6	4.85	False	0.76	STRONG	null	"{""leadership"": ""--"", ""coil"": ""--"", ""insti_money"": ""--"", ""structure"": ""ok"", ""resistance"": ""--"", ""extension"": null, ""sector"": ""strong""}"	94.87	null	null	False	null	null	null	null	CORRECTION_REENTRY	null	null	90.02	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ASAN	117	False	62.9	RANGE	21.73	0.57	False	0.69	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	9.58	8.97	ma200	True	6.37	NONE	False	False	null	NONE	0	9.01	null
IBKR	142	False	60.0	RANGE	2.25	3.19	False	1.27	BUILDING	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""warn""}"	93.87	90.08	ma_cluster	True	4.04	NONE	True	False	CORRECTION_REENTRY	BULLISH	0	90.68	null
TOST	60	False	78.9	BULLISH_BOS	20.78	1.28	False	0.8	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""warn"", ""structure"": ""strong"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	36.64	null	null	False	null	NONE	False	False	ACCUMULATION_BASE	BEARISH	1	35.36	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
RJF	172	False	63.2	RANGE	4.32	3.75	False	1.78	FADING	DECELERATING	"{""leadership"": ""ok"", ""coil"": ""strong"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""warn""}"	175.2	170.54	fib_618	True	2.66	NONE	True	False	null	BEARISH	1	171.45	null
SSRM	49	False	84.2	ABOVE_STRUCTURE	29.25	1.65	False	1.3	STRONG	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	37.77	null	null	False	null	NONE	False	False	null	NONE	0	36.12	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
KMI	185	False	40.0	RANGE	-3.26	0.78	False	1.13	FADING	DECELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	30.98	null	null	False	null	NONE	True	False	null	NONE	0	30.2	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
FBP	176	False	60.0	BEARISH_CHOCH	3.55	0.51	False	0.84	FADING	DECELERATING	"{""leadership"": ""strong"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""warn"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""warn""}"	28.52	null	null	False	null	NONE	True	False	null	NONE	0	28.01	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
LLY	123	False	68.4	BULLISH_BOS	6.43	41.92	False	0.88	BUILDING	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""strong"", ""structure"": ""strong"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	1255.4	null	null	False	null	NONE	False	False	ACCELERATION	BULLISH	0	1213.48	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
GEO	55	False	73.7	BULLISH_BOS	8.0	1.24	False	1.5	BUILDING	FLAT	"{""leadership"": ""strong"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""strong"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""ok""}"	32.71	null	null	False	null	BREAKOUT_UP	True	True	INTERRUPTED	MIXED	3	31.47	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CSX	167	False	58.9	RANGE	4.45	0.99	False	1.14	BUILDING	FLAT	"{""leadership"": ""strong"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""warn""}"	51.59	50.57	ma20	True	1.98	NONE	True	False	null	NONE	0	50.6	null
