ticker	rank	held	structure	structure_shift	sma_distance_pct	atr_14d	atr_caution	day_vol	mp_state	mp_accel_state	lens	entry	bracket.stop	bracket.stop_type	bracket.valid	bracket.risk_pct	squeeze_breakout_state	was_squeezed	squeeze_breakout_volume_confirmed	elder_pattern	div_state	div_bear_count	bracket.atr_fallback_stop	bracket.invalid_reason
NCNO	76	False	71.6	ABOVE_STRUCTURE	17.12	0.82	False	1.02	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	20.62	null	null	False	null	NONE	False	False	null	BEARISH	2	19.8	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
MTCH	144	False	71.6	RANGE	7.74	1.26	False	0.69	BUILDING	ACCELERATING	"{""leadership"": ""ok"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	40.87	null	null	False	null	NONE	False	False	ACCELERATION	BEARISH	2	39.61	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
EFX	89	False	74.7	BULLISH_BOS	11.99	7.13	False	0.9	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""ok"", ""structure"": ""strong"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""warn""}"	192.62	null	null	False	null	NONE	False	False	ACCELERATION	NONE	0	185.49	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CELH	91	False	66.3	null	13.14	1.77	False	0.57	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""strong"", ""structure"": ""--"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	33.36	null	null	False	null	NONE	False	False	SUSTAINED	BULLISH	0	31.59	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
TEVA	100	False	94.7	ABOVE_STRUCTURE	10.21	1.03	False	0.71	STRONG	null	"{""leadership"": ""--"", ""coil"": ""--"", ""insti_money"": ""--"", ""structure"": ""ok"", ""resistance"": ""--"", ""extension"": null, ""sector"": ""strong""}"	37.34	null	null	False	null	null	null	null	null	null	null	36.31	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
AMT	177	False	49.5	BEARISH_CHOCH	2.24	4.49	False	0.62	FADING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""warn"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""ok""}"	175.8	null	null	False	null	NONE	True	False	ACCELERATION	BULLISH	0	171.31	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
PEP	119	False	54.7	null	2.45	2.68	False	0.95	FADING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""--"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	143.48	null	null	False	null	NONE	True	False	ACCELERATION	NONE	0	140.8	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
SONY	16	False	86.3	RANGE	10.44	0.52	False	0.66	STRONG	FLAT	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	23.92	null	null	False	null	NONE	False	False	INTERRUPTED	BEARISH	1	23.4	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
AZN	188	False	42.1	BEARISH_CHOCH	-3.58	4.05	False	0.73	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""warn"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	165.98	154.53	swing_low_1	True	6.9	NONE	False	False	ACCELERATION	NONE	0	161.93	null
MNST	173	False	43.2	RANGE	0.69	1.17	False	0.68	BUILDING	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	47.79	null	null	False	null	NONE	False	False	ACCELERATION	BULLISH	0	46.62	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
U	54	False	61.1	ABOVE_STRUCTURE	40.42	1.97	False	0.58	FADING	DECELERATING	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	46.93	null	null	False	null	NONE	False	False	null	NONE	0	44.96	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CAG	110	False	73.7	null	13.41	0.47	False	0.86	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""strong"", ""structure"": ""--"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	16.43	null	null	False	null	NONE	False	False	SUSTAINED	NONE	0	15.96	no valid bracket — no structural resistance above price
KR	179	False	36.8	BEARISH_CHOCH	-0.45	1.48	False	0.94	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""warn"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	57.9	56.28	swing_low_3	True	2.8	NONE	True	False	ACCUMULATION_BASE	NONE	0	56.42	null
WPM	2	False	84.2	ABOVE_STRUCTURE	32.62	5.64	False	1.51	STRONG	DECELERATING	"{""leadership"": ""ok"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	157.78	null	null	False	null	NONE	False	False	null	NONE	0	152.14	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
BP	148	False	63.2	RANGE	8.37	1.01	False	1.07	BUILDING	DECELERATING	"{""leadership"": ""strong"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	44.76	null	null	False	null	NONE	False	False	ACCELERATION	MIXED	2	43.75	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
DV	92	False	78.9	RANGE	15.05	0.3	False	0.24	STRONG	null	"{""leadership"": ""--"", ""coil"": ""--"", ""insti_money"": ""--"", ""structure"": ""ok"", ""resistance"": ""--"", ""extension"": null, ""sector"": ""strong""}"	13.31	null	null	False	null	null	null	null	null	null	null	13.01	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
VERX	107	False	70.5	BEARISH_CHOCH	9.43	0.71	False	0.33	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""ok"", ""structure"": ""warn"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	13.47	null	null	False	null	NONE	False	False	null	BEARISH	2	12.76	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
AEM	10	False	84.2	ABOVE_STRUCTURE	34.19	7.65	False	1.69	STRONG	DECELERATING	"{""leadership"": ""ok"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	216.06	null	null	False	null	NONE	False	False	null	NONE	0	208.41	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
PATH	35	False	77.7	RANGE	31.41	0.83	False	0.79	STRONG	null	"{""leadership"": ""--"", ""coil"": ""--"", ""insti_money"": ""--"", ""structure"": ""ok"", ""resistance"": ""--"", ""extension"": null, ""sector"": ""strong""}"	16.39	null	null	False	null	null	null	null	null	null	null	15.56	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
DBRG	181	False	62.1	RANGE	0.7	0.04	False	0.91	FADING	DECELERATING	"{""leadership"": ""strong"", ""coil"": ""ok"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""warn""}"	15.93	null	null	False	null	NONE	False	False	null	NONE	0	15.89	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
SJM	130	False	57.9	RANGE	6.99	3.17	False	1.22	BUILDING	DECELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	124.32	120.48	ma20	True	3.09	NONE	False	False	INTERRUPTED	NONE	0	121.15	null
PAYX	58	False	76.8	RANGE	12.16	3.47	False	0.72	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""warn""}"	124.48	null	null	False	null	NONE	True	False	ACCUMULATION_BASE	BEARISH	3	121.01	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
AMBP	104	False	82.1	RANGE	12.7	0.2	False	0.57	STRONG	DECELERATING	"{""leadership"": ""strong"", ""coil"": ""ok"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	5.36	null	null	False	null	NONE	False	False	null	BEARISH	1	5.16	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
OC	184	False	61.1	RANGE	3.9	5.1	False	1.05	FADING	DECELERATING	"{""leadership"": ""ok"", ""coil"": ""ok"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	148.06	142.5	ma50	True	3.76	NONE	False	False	null	BEARISH	1	142.96	null
PFE	52	False	84.2	ABOVE_STRUCTURE	10.68	0.61	False	0.91	STRONG	ACCELERATING	"{""leadership"": ""ok"", ""coil"": ""warn"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	28.07	null	null	False	null	NONE	False	False	null	NONE	0	27.46	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
PLD	193	False	27.4	RANGE	-0.73	2.54	False	0.65	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""ok""}"	141.8	null	null	False	null	NONE	False	False	INTERRUPTED	NONE	0	139.27	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CTVA	191	False	32.6	BEARISH_CHOCH	-0.09	2.22	False	0.95	BUILDING	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""warn"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	81.79	null	null	False	null	NONE	False	False	INTERRUPTED	NONE	0	79.57	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
TMO	88	False	73.7	ABOVE_STRUCTURE	16.17	16.07	False	0.79	FADING	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""ok"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	629.27	null	null	False	null	NONE	False	False	ACCELERATION	NONE	0	613.2	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
BMY	94	False	71.6	RANGE	10.63	1.8	False	0.54	FADING	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	67.01	null	null	False	null	NONE	True	False	CORRECTION_REENTRY	NONE	0	65.21	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
GENI	72	False	68.4	RANGE	17.25	0.49	False	0.41	STRONG	FLAT	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	8.06	null	null	False	null	NONE	False	False	INTERRUPTED	NONE	0	7.57	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ZETA	77	False	80.8	RANGE	28.39	1.51	False	0.58	STRONG	null	"{""leadership"": ""--"", ""coil"": ""--"", ""insti_money"": ""--"", ""structure"": ""ok"", ""resistance"": ""--"", ""extension"": null, ""sector"": ""strong""}"	29.07	null	null	False	null	null	null	null	null	null	null	27.56	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
AMCR	140	False	73.7	BULLISH_BOS	9.82	1.25	False	0.75	BUILDING	ACCELERATING	"{""leadership"": ""ok"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""strong"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	48.59	null	null	False	null	NONE	False	False	ACCUMULATION_BASE	BEARISH	3	47.34	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
BWIN	37	False	74.7	RANGE	19.69	1.42	False	0.46	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""warn""}"	31.9	null	null	False	null	NONE	False	False	null	NONE	0	30.48	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
TRI	105	False	68.4	RANGE	13.52	5.04	False	0.62	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""warn""}"	105.53	null	null	False	null	NONE	True	False	INTERRUPTED	BEARISH	3	100.49	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
FIG	68	False	83.2	BEARISH_CHOCH	20.67	1.82	False	0.48	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""warn"", ""structure"": ""warn"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	27.1	25.28	ma20	True	6.72	NONE	False	False	ACCELERATION	NONE	0	25.28	null
UNP	162	False	68.4	RANGE	7.63	6.34	False	0.97	FADING	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""warn""}"	308.05	296.1	ma20	True	3.88	BREAKOUT_UP	True	False	null	NONE	0	301.71	null
CVE	112	False	68.8	ABOVE_STRUCTURE	17.76	0.93	False	0.53	BUILDING	DECELERATING	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""strong"", ""extension"": null, ""sector"": ""strong""}"	32.93	null	null	False	null	NONE	False	False	null	BEARISH	1	32.0	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CRM	24	False	89.5	ABOVE_STRUCTURE	19.8	8.06	False	0.75	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	209.17	null	null	False	null	NONE	False	False	ACCELERATION	NONE	0	201.11	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
PSX	19	False	84.2	ABOVE_STRUCTURE	21.91	6.79	False	0.98	STRONG	FLAT	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	242.87	null	null	False	null	NONE	False	False	null	NONE	0	236.08	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
SOFI	163	False	76.8	BULLISH_BOS	7.0	0.86	False	0.98	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""warn"", ""structure"": ""strong"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""warn""}"	18.91	17.75	ma20	True	6.13	NONE	False	False	CORRECTION_REENTRY	NONE	0	18.05	null
WRBY	180	False	45.7	RANGE	1.95	1.69	False	0.61	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	27.44	null	null	False	null	NONE	False	False	ACCELERATION	BEARISH	5	25.75	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ROKU	51	False	73.7	ABOVE_STRUCTURE	9.29	2.14	False	0.5	STRONG	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	157.49	null	null	False	null	NONE	False	False	null	NONE	0	155.35	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ESTC	43	False	60.0	ABOVE_STRUCTURE	30.67	3.56	False	0.63	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	85.94	null	null	False	null	NONE	False	False	null	NONE	0	82.38	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
AMGN	20	False	73.7	ABOVE_STRUCTURE	15.93	10.99	False	0.76	FADING	ACCELERATING	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	439.33	null	null	False	null	NONE	False	False	null	NONE	0	428.34	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
KGC	3	False	100.0	ABOVE_STRUCTURE	29.85	1.22	False	1.57	STRONG	ACCELERATING	"{""leadership"": ""ok"", ""coil"": ""warn"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	32.76	null	null	False	null	NONE	False	False	null	NONE	0	31.54	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
KDP	97	False	66.3	RANGE	2.95	0.96	False	0.71	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	32.04	null	null	False	null	NONE	False	False	ACCELERATION	BULLISH	0	31.08	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
VSXY	194	False	38.9	RANGE	0.85	4.22	False	0.67	BUILDING	FLAT	"{""leadership"": ""strong"", ""coil"": ""strong"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	85.39	80.56	fib_786	True	5.66	NONE	False	False	null	BEARISH	2	81.17	null
PLTR	132	False	89.3	ABOVE_STRUCTURE	29.52	7.7	False	0.88	STRONG	null	"{""leadership"": ""--"", ""coil"": ""--"", ""insti_money"": ""--"", ""structure"": ""ok"", ""resistance"": ""--"", ""extension"": null, ""sector"": ""strong""}"	179.94	null	null	False	null	null	null	null	null	null	null	172.24	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
FIGR	5	False	86.7	ABOVE_STRUCTURE	30.36	2.46	False	1.22	STRONG	ACCELERATING	"{""leadership"": ""--"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""warn""}"	39.1	null	null	False	null	NONE	False	False	CORRECTION_REENTRY	BULLISH	0	36.64	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
SAP	53	False	90.5	ABOVE_STRUCTURE	25.46	6.25	False	0.49	STRONG	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	218.68	null	null	False	null	NONE	False	False	null	NONE	0	212.44	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
HOOD	67	False	41.5	RANGE	7.8	6.12	False	2.75	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""warn""}"	108.13	null	null	False	null	BREAKOUT_UP	True	True	CORRECTION_REENTRY	NONE	0	102.01	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
BRO	115	False	66.3	RANGE	8.05	2.15	False	0.55	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""warn""}"	72.92	null	null	False	null	NONE	True	False	ACCUMULATION_BASE	NONE	0	70.77	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CPB	47	False	68.4	null	6.76	0.72	False	0.94	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""--"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	23.95	null	null	False	null	BREAKOUT_UP	True	False	ACCELERATION	NONE	0	23.22	no valid bracket — no structural resistance above price
NTNX	14	False	73.7	RANGE	20.41	2.12	False	1.27	FADING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	67.64	null	null	False	null	NONE	False	False	null	NONE	0	65.52	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
EQNR	40	False	84.2	ABOVE_STRUCTURE	15.9	1.07	False	0.62	FADING	DECELERATING	"{""leadership"": ""strong"", ""coil"": ""ok"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	42.86	null	null	False	null	NONE	False	False	SUSTAINED	NONE	0	41.79	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
NWL	133	False	54.5	RANGE	10.25	0.35	False	0.45	BUILDING	DECELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	6.09	null	null	False	null	NONE	False	False	INTERRUPTED	NONE	0	5.74	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CPNG	192	False	44.2	BEARISH_CHOCH	-3.0	0.61	False	0.58	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""warn"", ""structure"": ""warn"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	16.45	15.03	swing_low_3	True	8.63	NONE	True	False	INTERRUPTED	NONE	0	15.84	null
TEAM	36	False	76.2	ABOVE_STRUCTURE	61.99	8.92	False	0.57	FADING	FLAT	"{""leadership"": ""warn"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	171.81	null	null	False	null	NONE	False	False	null	NONE	0	162.89	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
YUM	170	False	38.9	RANGE	-0.16	4.51	False	1.49	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""strong"", ""insti_money"": ""strong"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	152.99	null	null	False	null	NONE	True	False	INTERRUPTED	BULLISH	0	148.48	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
NEM	15	False	84.2	ABOVE_STRUCTURE	29.59	4.57	False	1.42	STRONG	DECELERATING	"{""leadership"": ""strong"", ""coil"": ""warn"", ""insti_money"": ""warn"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	131.58	null	null	False	null	NONE	False	False	null	NONE	0	127.01	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
GFI	9	False	80.0	ABOVE_STRUCTURE	33.13	1.85	False	1.33	STRONG	FLAT	"{""leadership"": ""ok"", ""coil"": ""warn"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""ok"", ""extension"": null, ""sector"": ""strong""}"	47.81	null	null	False	null	NONE	False	False	null	NONE	0	45.96	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
A	17	False	63.2	ABOVE_STRUCTURE	15.62	4.03	False	1.63	STRONG	null	"{""leadership"": ""--"", ""coil"": ""--"", ""insti_money"": ""--"", ""structure"": ""ok"", ""resistance"": ""--"", ""extension"": null, ""sector"": ""strong""}"	159.0	null	null	False	null	null	null	null	null	null	null	154.97	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
DKNG	166	False	56.8	ABOVE_STRUCTURE	3.81	1.25	False	0.66	BUILDING	ACCELERATING	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	26.17	null	null	False	null	NONE	False	False	INTERRUPTED	BULLISH	0	24.92	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ZS	84	False	62.9	ABOVE_STRUCTURE	20.55	8.07	False	0.75	FADING	FLAT	"{""leadership"": ""warn"", ""coil"": ""ok"", ""insti_money"": ""ok"", ""structure"": ""ok"", ""resistance"": ""warn"", ""extension"": null, ""sector"": ""strong""}"	181.75	168.93	ma20	True	7.05	NONE	False	False	INTERRUPTED	NONE	0	173.68	null
