# DICT bracket.targets fields (in order): type,price,atr_dist,tp,r,date,vol_ratio,vol_validated; type codes: {'resistance': 'R', 'support': 'S', 'prior_high': 'P', 'fib_1272': 'A', 'fib_1618': 'B', 'fib_2618': 'C', 'fib_2000': 'D'}
# DICT bracket.invalid_reason: 1=no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
# DICT bracket.stop_type: 1=fib_618; 2=fib_786; 3=ma100; 4=ma20; 5=ma200; 6=ma50; 7=ma_cluster; 8=swing_low; 9=swing_low_1; 10=swing_low_2; 11=swing_low_3
# DICT mp_accel_state: 1=ACCELERATING; 2=DECELERATING; 3=FLAT
# DICT mp_state: 1=BUILDING; 2=FADING; 3=STRONG
# DICT source: 1=elder_list; 2=longlist; 3=radar-premove; 4=radar-runner
# DICT structure_shift: 1=ABOVE_STRUCTURE; 2=BEARISH_CHOCH; 3=BULLISH_BOS; 4=RANGE
ticker	entry	source	held	atr_14d	days_to_earnings	atr_caution	bracket.invalid_reason	bracket.risk_pct	bracket.rr	bracket.rr_tp1	bracket.stop	bracket.stop_type	bracket.targets	bracket.valid	day_vol	lens	lens.coil	lens.insti_money	lens.leadership	lens.resistance	lens.sector	lens.structure	lens_positive	lens_ranking	lens_warnings	mp_accel_state	mp_state	rank	sma_distance_pct	structure	structure_shift
SHO	11.19	1	False	0.2	29	False	null	1.79	3.8	1.35	10.99	11	R@11.46@1.35@TP1@1.35@260826@0.54@F|R@11.95@3.8@TP2@3.8@260803@0.96@F|R@12.07@4.4@TP3@4.4@260622@1.09@F|A@12.73@7.7@n@7.7@n@n@n|B@13.57@11.9@n@11.9@n@n@n|D@14.5@16.55@n@16.55@n@n@n|C@16.0@24.05@n@24.05@n@n@n	True	0.75	o,s,s,o,s,-,o	strong	strong	ok	strong	ok	ok	3	null	0	3	1	78	-0.53	50.5	4
GME	23.39	2	False	0.88	51	False	null	3.76	2.99	0.33	22.51	8	R@23.68@0.33@TP1@0.33@260603@2.39@T|R@26.02@3.0@TP2@2.99@260423@1.2@T|R@26.88@3.98@TP3@3.97@260501@2.61@T|A@28.07@5.34@n@5.32@n@n@n|B@29.58@7.07@n@7.03@n@n@n|D@31.25@8.97@n@8.93@n@n@n|C@33.95@12.05@n@12.0@n@n@n	True	1.4	w,w,w,o,o,-,o	warn	warn	warn	ok	ok	ok	0	null	3	2	2	2	15.41	76.8	1
DBRG	15.98	1	False	0.04	23	False	1	null	null	null	null	null	P@16.0@0.56@n@n@n@n@n|A@16.04@1.67@n@n@n@n@n|B@16.1@3.33@n@n@n@n@n|D@16.16@5.0@n@n@n@n@n|C@16.26@7.78@n@n@n@n@n	False	0.76	o,o,s,s,s,-,o	ok	strong	ok	strong	ok	strong	3	null	0	1	1	65	0.45	61.1	3
KLAC	187.92	1	False	7.89	null	False	null	5.07	2.82	0.31	178.4	4	R@190.87@0.37@TP1@0.31@260908@1.36@T|R@214.8@3.41@TP2@2.82@260813@0.72@F|R@307.37@15.14@TP3@12.55@260630@0.31@F|A@327.05@17.63@n@14.61@n@n@n|B@352.09@20.8@n@17.24@n@n@n|D@379.74@24.31@n@20.15@n@n@n|C@424.46@29.97@n@24.85@n@n@n	True	0.74	s,s,w,w,w,-,s	strong	warn	strong	warn	strong	warn	3	null	3	1	2	88	-0.51	42.1	2
CAT	821.58	1	False	22.78	27	False	null	3.9	2.07	0.28	789.56	5	R@830.5@0.39@TP1@0.28@260908@0.99@F|R@887.91@2.91@TP2@2.07@260817@0.7@F|R@909.6@3.86@TP3@2.75@260723@0.75@F|R@931.35@4.82@n@3.43@260507@1.22@T|P@1073.46@11.06@n@7.87@n@n@n|A@1132.95@13.67@n@9.72@n@n@n|B@1208.64@16.99@n@12.09@n@n@n|D@1292.19@20.66@n@14.7@n@n@n|C@1427.37@26.6@n@18.92@n@n@n	True	0.79	s,s,s,w,o,-,o	strong	strong	strong	ok	ok	warn	3	null	1	1	1	74	-0.92	44.2	2
SHOP	142.25	1	False	6.91	26	False	null	8.66	2.4	1.16	129.93	5	R@156.49@2.06@TP1@1.16@260828@0.49@F|A@171.87@4.29@TP2@2.4@n@n@n|B@188.42@6.69@TP3@3.75@n@n@n|D@206.68@9.33@n@5.23@n@n@n|C@236.23@13.61@n@7.63@n@n@n	True	0.54	w,o,s,o,o,-,s	ok	strong	warn	ok	strong	ok	2	null	1	1	2	73	3.11	41.5	4
ROST	236.12	1	False	5.08	38	False	1	null	null	null	null	null	R@237.41@0.25@n@n@260527@0.97@F|R@242.81@1.32@n@n@260612@0.81@F|R@257.0@4.11@n@n@260803@1.08@F|A@270.89@6.84@n@n@n@n@n|B@288.57@10.32@n@n@n@n@n|D@308.08@14.15@n@n@n@n@n|C@339.65@20.36@n@n@n@n@n	False	0.83	s,s,s,s,o,-,o	strong	strong	strong	ok	ok	strong	4	null	0	1	1	105	-0.76	33.7	3
TER	398.38	1	False	20.4	null	False	1	null	null	null	null	null	R@409.72@0.56@n@n@260804@1.1@F|R@420.6@1.09@n@n@260603@0.88@F|R@444.17@2.24@n@n@260817@0.87@F|R@487.91@4.39@n@n@260630@0.92@F|A@528.05@6.36@n@n@n@n@n|B@579.11@8.86@n@n@n@n@n|D@635.48@11.62@n@n@n@n@n|C@726.68@16.09@n@n@n@n@n	False	0.62	s,o,w,o,w,-,s	ok	warn	strong	warn	strong	ok	2	null	2	1	2	59	7.96	52.6	1
AMD	630.63	2	False	24.71	26	False	1	null	null	null	null	null	P@638.95@0.34@n@n@n@n@n|A@692.93@2.52@n@n@n@n@n|B@761.59@5.3@n@n@n@n@n|D@837.4@8.37@n@n@n@n@n|C@960.04@13.33@n@n@n@n@n	False	0.8	s,w,w,o,s,-,s	warn	warn	strong	strong	strong	ok	3	null	2	1	3	5	24.95	84.2	1
DDOG	268.13	1	False	12.57	28	False	1	null	null	null	null	null	R@276.7@0.68@n@n@260715@0.7@F|R@292.72@1.96@n@n@260805@1.32@T|A@307.69@3.15@n@n@n@n@n|B@326.74@4.66@n@n@n@n@n|D@347.77@6.34@n@n@n@n@n|C@381.79@9.04@n@n@n@n@n	False	1.46	w,w,w,o,o,-,s	warn	warn	warn	ok	strong	ok	1	null	3	1	1	86	10.48	42.1	1
SFNC	23.23	1	False	0.45	null	False	1	null	null	null	null	null	R@23.4@0.38@n@n@260702@0.65@F|R@23.91@1.51@n@n@260716@2.26@T|R@24.18@2.12@n@n@260817@0.63@F|A@24.9@3.72@n@n@n@n@n|B@25.64@5.37@n@n@n@n@n|D@26.45@7.17@n@n@n@n@n|C@27.77@10.11@n@n@n@n@n	False	1.04	o,s,w,o,s,-,o	strong	warn	ok	strong	ok	ok	2	null	1	1	1	85	0.2	46.3	4
QCOM	201.97	2	False	8.66	27	False	null	5.42	4.19	2.87	191.02	8	R@233.44@3.63@TP1@2.87@260622@0.82@F|R@247.9@5.3@TP2@4.19@260511@1.78@T|R@259.92@6.69@TP3@5.29@260529@0.99@F|A@278.66@8.86@n@7.0@n@n@n|B@302.5@11.61@n@9.18@n@n@n|D@328.82@14.65@n@11.58@n@n@n|C@371.4@19.57@n@15.47@n@n@n	True	1.23	w,w,o,o,s,-,s	warn	ok	warn	strong	strong	ok	2	null	2	3	2	21	18.64	86.3	1
CNK	37.77	2	False	1.16	27	False	null	3.94	2.72	0.71	36.28	10	R@38.83@0.92@TP1@0.71@260824@1.13@F|A@41.83@3.52@TP2@2.72@n@n@n|B@45.46@6.66@TP3@5.16@n@n@n|D@49.46@10.12@n@7.85@n@n@n|C@55.94@15.73@n@12.19@n@n@n	True	0.93	o,o,o,o,o,-,o	ok	ok	ok	ok	ok	ok	0	null	0	1	1	16	5.72	55.8	1
NTSK	17.67	2	False	0.95	54	False	1	null	null	null	null	null	P@18.96@1.36@n@n@n@n@n|A@20.54@3.03@n@n@n@n@n|B@22.56@5.17@n@n@n@n@n|D@24.78@7.52@n@n@n@n@n|C@28.38@11.32@n@n@n@n@n	False	0.75	w,w,o,o,o,-,s	warn	ok	warn	ok	strong	ok	1	null	2	1	2	37	19.81	60.4	1
DRH	12.49	1	False	0.28	26	False	1	null	null	null	null	null	R@12.54@0.18@n@n@260626@3.39@T|R@12.97@1.71@n@n@260824@1.63@T|R@13.79@4.63@n@n@260803@2.29@T|A@14.39@6.76@n@n@n@n@n|B@15.16@9.5@n@n@n@n@n|D@16.01@12.53@n@n@n@n@n|C@17.38@17.4@n@n@n@n@n	False	0.68	s,s,s,o,o,-,o	strong	strong	strong	ok	ok	ok	3	null	0	1	1	101	-0.44	33.7	4
CRDO	210.97	1	False	13.58	47	False	null	11.9	2.77	1.2	185.87	11	R@241.14@2.22@TP1@1.2@260723@0.54@F|R@280.5@5.12@TP2@2.77@260706@0.67@F|R@308.67@7.19@TP3@3.89@260622@0.95@F|A@338.23@9.37@n@5.07@n@n@n|B@375.83@12.14@n@6.57@n@n@n|D@417.34@15.2@n@8.22@n@n@n|C@484.5@20.14@n@10.9@n@n@n	True	1.23	w,w,s,o,w,-,s	warn	strong	warn	warn	strong	ok	2	null	3	1	1	96	0.48	30.5	4
META	751.66	2	False	27.19	null	False	1	null	null	null	null	null	P@779.82@1.04@n@n@n@n@n|A@840.67@3.27@n@n@n@n@n|B@918.08@6.12@n@n@n@n@n|D@1003.54@9.26@n@n@n@n@n|C@1141.8@14.35@n@n@n@n@n	False	1.14	w,w,w,o,o,-,s	warn	warn	warn	ok	strong	ok	1	null	3	1	2	7	22.07	77.9	1
TEVA	39.19	2	False	1.25	26	False	null	3.19	2.45	1.28	37.94	4	P@40.79@1.28@TP1@1.28@n@n@n|A@42.25@2.44@TP2@2.45@n@n@n|B@44.11@3.93@TP3@3.94@n@n@n|D@46.16@5.56@n@5.58@n@n@n|C@49.48@8.21@n@8.23@n@n@n	True	0.72	s,w,w,o,o,-,o	warn	warn	strong	ok	ok	ok	1	null	2	2	2	33	8.56	66.3	1
TSM	450.61	2	False	10.51	null	False	null	4.13	2.4	1.41	431.99	2	R@476.79@2.49@TP1@1.41@260622@1.04@F|A@495.27@4.25@TP2@2.4@n@n@n|B@515.96@6.22@TP3@3.51@n@n@n|D@538.81@8.39@n@4.74@n@n@n|C@575.77@11.91@n@6.72@n@n@n	True	0.64	s,w,o,s,s,-,s	warn	ok	strong	strong	strong	strong	4	null	1	1	2	20	7.24	74.7	3
QQQ	744.5	2	False	9.54	null	False	1	null	null	null	null	null	R@745.45@0.1@n@n@260622@0.88@F|A@763.17@1.96@n@n@n@n@n|B@781.65@3.89@n@n@n@n@n|D@802.05@6.03@n@n@n@n@n|C@835.05@9.49@n@n@n@n@n	False	0.91	o,w,o,o,s,-,o	warn	ok	ok	strong	ok	ok	1	null	1	1	2	29	4.47	68.4	1
COHU	67.0	1	False	3.72	23	False	1	null	null	null	null	null	R@70.92@1.05@n@n@260622@0.53@F|R@74.6@2.05@n@n@260630@0.87@F|A@81.46@3.89@n@n@n@n@n|B@90.19@6.24@n@n@n@n@n|D@99.82@8.83@n@n@n@n@n|C@115.41@13.03@n@n@n@n@n	False	0.77	s,w,w,o,s,-,s	warn	warn	strong	strong	strong	ok	3	null	2	1	2	47	26.22	68.4	1
AZN	166.58	1	False	3.45	24	False	1	null	null	null	null	null	R@170.18@1.04@n@n@260825@0.8@F|R@175.04@2.46@n@n@260729@0.77@F|R@191.5@7.23@n@n@260521@1.06@F|R@196.41@8.66@n@n@260702@1.17@F|P@207.3@11.82@n@n@n@n@n|A@210.12@12.63@n@n@n@n@n|B@213.7@13.67@n@n@n@n@n|D@217.65@14.82@n@n@n@n@n|C@224.05@16.68@n@n@n@n@n	False	0.62	w,s,w,s,s,-,o	strong	warn	warn	strong	ok	strong	3	null	2	2	1	92	1.56	54.7	3
LUV	42.68	1	False	1.29	null	False	null	4.33	3.81	0.95	40.83	8	R@44.44@1.37@TP1@0.95@260527@1.22@T|R@49.73@5.48@TP2@3.81@260805@0.99@F|R@53.13@8.13@TP3@5.65@260626@1.57@T|A@56.48@10.73@n@7.46@n@n@n|B@60.73@14.04@n@9.76@n@n@n|D@65.43@17.69@n@12.3@n@n@n|C@73.03@23.6@n@16.41@n@n@n	True	1.2	o,o,o,o,w,-,o	ok	ok	ok	warn	ok	ok	0	null	1	1	1	46	-0.2	44.2	4
SAIL	20.64	2	False	1.27	51	False	1	null	null	null	null	null	R@21.37@0.58@n@n@260827@2.69@T|P@22.29@1.3@n@n@n@n@n|A@23.83@2.52@n@n@n@n@n|B@25.79@4.06@n@n@n@n@n|D@27.96@5.77@n@n@n@n@n|C@31.46@8.53@n@n@n@n@n	False	0.65	w,o,o,o,o,-,s	ok	ok	warn	ok	strong	ok	1	null	1	1	2	38	12.61	64.2	4
PENG	56.22	1	False	3.32	null	False	null	9.36	3.24	1.81	50.96	7	R@65.75@2.87@TP1@1.81@260817@1.01@F|R@73.24@5.13@TP2@3.24@260602@1.2@T|R@77.4@6.39@TP3@4.03@260622@1.62@T|R@89.86@10.14@n@6.4@260709@2.31@T|A@98.35@12.71@n@8.01@n@n@n|B@109.16@15.97@n@10.06@n@n@n|D@121.09@19.56@n@12.33@n@n@n|C@140.39@25.38@n@16.0@n@n@n	True	1.14	s,o,w,o,w,-,s	ok	warn	strong	warn	strong	ok	2	null	2	1	2	70	5.24	37.7	1
ETN	439.98	2	False	14.21	26	False	null	4.75	3.38	1.82	419.1	6	R@478.0@2.68@TP1@1.82@260812@0.67@F|A@510.6@4.97@TP2@3.38@n@n@n|B@552.08@7.89@TP3@5.37@n@n@n|D@597.87@11.11@n@7.56@n@n@n|C@671.95@16.32@n@11.11@n@n@n	True	0.68	o,w,o,o,w,-,o	warn	ok	ok	warn	ok	ok	0	null	2	1	2	39	4.98	75.8	1
INTC	123.0	2	False	6.26	null	False	1	null	null	null	null	null	R@126.64@0.58@n@n@260529@1.35@T|R@132.75@1.56@n@n@260511@1.18@F|R@141.45@2.95@n@n@260622@0.96@F|A@154.32@5.0@n@n@n@n@n|B@169.55@7.43@n@n@n@n@n|D@186.37@10.12@n@n@n@n@n|C@213.57@14.46@n@n@n@n@n	False	0.91	s,w,w,o,o,-,s	warn	warn	strong	ok	strong	ok	2	null	2	1	3	34	24.18	55.8	1
ISRG	405.18	2	False	11.37	null	False	1	null	null	null	null	null	R@405.34@0.01@n@n@260819@0.68@F|R@430.85@2.26@n@n@260609@0.92@F|R@443.84@3.4@n@n@260707@0.97@F|R@449.77@3.92@n@n@260520@0.77@F|P@491.15@7.56@n@n@n@n@n|A@501.99@8.51@n@n@n@n@n|B@515.78@9.72@n@n@n@n@n|D@531.01@11.06@n@n@n@n@n|C@555.64@13.23@n@n@n@n@n	False	1.04	w,w,o,o,s,-,o	warn	ok	warn	strong	ok	ok	1	null	2	1	1	17	8.36	71.6	1
APH	84.09	1	False	2.81	22	False	1	null	null	null	null	null	R@84.38@0.1@n@n@260622@0.79@F|R@88.17@1.45@n@n@260806@1.34@T|A@92.29@2.92@n@n@n@n@n|B@96.15@4.29@n@n@n@n@n|D@100.41@5.81@n@n@n@n@n|C@107.3@8.26@n@n@n@n@n	False	0.67	o,s,w,o,s,-,s	strong	warn	ok	strong	strong	ok	3	null	1	1	1	81	4.62	49.5	4
ILMN	270.0	1	False	11.48	23	False	1	null	null	null	null	null	P@277.95@0.69@n@n@n@n@n|A@299.15@2.54@n@n@n@n@n|B@326.12@4.89@n@n@n@n@n|D@355.89@7.48@n@n@n@n@n|C@404.06@11.68@n@n@n@n@n	False	1.32	s,w,w,o,s,-,o	warn	warn	strong	strong	ok	ok	2	null	2	1	3	69	28.09	68.8	1
DHR	224.49	1	False	5.75	null	False	1	null	null	null	null	null	P@226.65@0.38@n@n@n@n@n|A@234.15@1.68@n@n@n@n@n|B@243.68@3.33@n@n@n@n@n|D@254.21@5.16@n@n@n@n@n|C@271.24@8.12@n@n@n@n@n	False	1.13	w,w,o,s,s,-,o	warn	ok	warn	strong	ok	strong	2	null	2	1	1	40	9.03	73.7	3
CDNS	326.13	1	False	10.83	null	False	null	4.51	2.0	1.47	311.43	10	R@347.72@1.99@TP1@1.47@260827@1.31@T|R@355.59@2.72@TP2@2.0@260728@2.15@T|R@365.01@3.59@TP3@2.64@260508@0.88@F|R@391.0@5.99@n@4.41@260713@0.59@F|P@416.69@8.36@n@6.16@n@n@n|A@439.85@10.5@n@7.74@n@n@n|B@469.3@13.22@n@9.74@n@n@n|D@501.82@16.22@n@11.95@n@n@n|C@554.43@21.08@n@15.53@n@n@n	True	1.0	w,w,s,w,o,-,s	warn	strong	warn	ok	strong	warn	2	null	3	1	1	71	2.44	36.8	2
SNPS	425.76	1	False	15.17	52	False	1	null	null	null	null	null	R@425.78@0.0@n@n@260817@0.64@F|R@453.91@1.86@n@n@260713@0.82@F|R@464.98@2.59@n@n@260827@2.46@T|R@479.8@3.56@n@n@260623@0.95@F|P@539.48@7.5@n@n@n@n@n|A@580.66@10.21@n@n@n@n@n|B@633.05@13.67@n@n@n@n@n|D@690.89@17.48@n@n@n@n@n|C@784.46@23.65@n@n@n@n@n	False	1.08	w,w,s,o,o,-,s	warn	strong	warn	ok	strong	ok	2	null	2	1	2	99	6.25	32.6	4
WDC	456.81	1	False	27.6	23	False	1	null	null	null	null	null	R@479.85@0.83@n@n@260827@0.94@F|R@495.49@1.4@n@n@260909@0.64@F|R@525.15@2.48@n@n@260511@1.25@T|R@548.6@3.33@n@n@260817@1.11@F|P@799.87@12.43@n@n@n@n@n|A@886.64@15.57@n@n@n@n@n|B@997.01@19.57@n@n@n@n@n|D@1118.87@23.99@n@n@n@n@n|C@1316.01@31.13@n@n@n@n@n	False	0.89	s,s,s,w,w,-,s	strong	strong	strong	warn	strong	warn	4	null	2	1	2	104	-3.61	26.3	2
WT	24.33	2	False	0.95	24	False	1	null	null	null	null	null	R@25.91@1.66@n@n@260903@1.24@T|A@26.58@2.37@n@n@n@n@n|B@27.42@3.26@n@n@n@n@n|D@28.36@4.25@n@n@n@n@n|C@29.87@5.84@n@n@n@n@n	False	0.48	s,o,o,o,o,-,o	ok	ok	strong	ok	ok	ok	1	null	0	1	2	31	8.26	60.4	4
OKTA	195.19	2	False	9.91	46	False	null	7.26	2.85	1.22	181.02	4	P@212.5@1.75@TP1@1.22@n@n@n|A@235.59@4.07@TP2@2.85@n@n@n|B@264.97@7.04@TP3@4.92@n@n@n|D@297.4@10.31@n@7.21@n@n@n|C@349.87@15.6@n@10.92@n@n@n	True	0.83	s,w,o,o,w,-,s	warn	ok	strong	warn	strong	ok	2	null	2	3	2	26	23.39	55.8	1
PFE	28.67	2	False	0.51	26	False	1	null	null	null	null	null	R@29.21@1.07@n@n@260903@0.75@F|A@29.64@1.92@n@n@n@n@n|B@30.18@2.98@n@n@n@n@n|D@30.78@4.17@n@n@n@n@n|C@31.75@6.09@n@n@n@n@n	False	0.79	o,o,o,o,s,-,o	ok	ok	ok	strong	ok	ok	1	null	0	3	1	14	6.26	71.6	4
DJT	9.14	1	False	0.4	29	False	1	null	null	null	null	null	R@9.65@1.27@n@n@260529@1.84@T|R@9.95@2.02@n@n@260720@0.84@F|R@10.23@2.72@n@n@260827@1.25@T|R@10.55@3.52@n@n@260417@1.25@T|A@10.95@4.51@n@n@n@n@n|B@11.45@5.76@n@n@n@n@n|D@12.01@7.16@n@n@n@n@n|C@12.91@9.4@n@n@n@n@n	False	0.64	w,s,o,o,w,-,s	strong	ok	warn	warn	strong	ok	2	null	2	2	2	90	-0.63	43.2	4
HCA	435.61	1	False	13.48	null	False	null	3.24	5.43	0.06	421.51	4	R@436.5@0.07@TP1@0.06@260824@0.99@F|P@512.14@5.68@TP2@5.43@n@n@n|A@520.15@6.27@TP3@6.0@n@n@n|B@530.35@7.03@n@6.72@n@n@n|D@541.6@7.86@n@7.52@n@n@n|C@559.81@9.21@n@8.81@n@n@n	True	0.65	w,o,w,w,s,-,o	ok	warn	warn	strong	ok	warn	1	null	3	2	1	68	5.99	71.6	2
TXN	278.07	1	False	8.33	null	False	null	4.79	2.42	0.73	264.74	11	R@287.83@1.17@TP1@0.73@260424@1.9@T|R@310.29@3.87@TP2@2.42@260514@0.64@F|R@315.34@4.47@TP3@2.8@260709@0.61@F|R@331.51@6.41@n@4.01@260527@0.91@F|A@350.39@8.68@n@5.43@n@n@n|B@371.2@11.18@n@6.99@n@n@n|D@394.18@13.94@n@8.71@n@n@n|C@431.35@18.4@n@11.5@n@n@n	True	0.64	s,o,s,s,o,-,s	ok	strong	strong	ok	strong	strong	4	null	0	1	1	49	2.61	49.5	3
GTES	26.86	1	False	0.84	24	False	1	null	null	null	null	null	R@26.88@0.02@n@n@260827@0.74@F|R@27.65@0.94@n@n@260722@1.0@F|R@29.17@2.75@n@n@260625@1.44@T|R@30.34@4.15@n@n@260804@1.58@T|A@31.87@5.97@n@n@n@n@n|B@33.83@8.31@n@n@n@n@n|D@35.98@10.87@n@n@n@n@n|C@39.47@15.03@n@n@n@n@n	False	0.84	w,s,w,s,o,-,o	strong	warn	warn	ok	ok	strong	2	null	2	1	1	98	0.91	36.8	3
AMGN	414.61	1	False	10.6	26	False	null	6.05	2.3	1.24	389.51	1	R@445.82@2.94@TP1@1.24@260903@0.82@F|A@472.35@5.45@TP2@2.3@n@n@n|B@504.55@8.48@TP3@3.58@n@n@n|D@540.11@11.84@n@5.0@n@n@n|C@597.63@17.26@n@7.29@n@n@n	True	0.59	s,w,s,o,s,-,o	warn	strong	strong	strong	ok	ok	3	null	1	1	1	57	2.45	47.4	4
MAR	352.03	1	False	7.17	26	False	null	3.19	2.49	1.16	340.81	10	R@365.0@1.81@TP1@1.16@260506@1.4@T|R@380.0@3.9@TP2@2.49@260421@1.07@F|R@383.99@4.46@TP3@2.85@260707@0.89@F|R@388.37@5.07@n@3.24@260528@1.41@T|P@410.98@8.22@n@5.25@n@n@n|A@428.58@10.67@n@6.82@n@n@n|B@450.98@13.79@n@8.82@n@n@n|D@475.7@17.24@n@11.02@n@n@n|C@515.7@22.82@n@14.59@n@n@n	True	0.83	o,o,s,o,w,-,o	ok	strong	ok	warn	ok	ok	1	null	1	1	1	67	-0.22	41.1	4
HST	22.42	1	False	0.43	27	False	1	null	null	null	null	null	R@22.54@0.28@n@n@260911@0.75@F|R@23.42@2.32@n@n@260819@1.13@F|R@25.41@6.94@n@n@260622@0.77@F|R@25.71@7.63@n@n@260730@0.98@F|A@26.55@9.58@n@n@n@n@n|B@27.61@12.04@n@n@n@n@n|D@28.78@14.76@n@n@n@n@n|C@30.68@19.16@n@n@n@n@n	False	0.77	o,s,s,w,o,-,o	strong	strong	ok	ok	ok	warn	2	null	1	1	1	112	-2.93	40.0	2
AAL	13.87	1	False	0.47	null	False	null	4.04	2.73	0.52	13.31	11	R@14.16@0.61@TP1@0.52@260826@1.32@T|R@15.4@3.23@TP2@2.73@260527@1.4@T|R@17.11@6.84@TP3@5.79@260805@0.47@F|R@18.79@10.38@n@8.79@260702@0.88@F|A@20.32@13.61@n@11.52@n@n@n|B@22.26@17.7@n@14.98@n@n@n|D@24.4@22.22@n@18.8@n@n@n|C@27.87@29.54@n@25.0@n@n@n	True	1.08	w,s,s,o,w,-,o	strong	strong	warn	warn	ok	ok	2	null	2	1	1	76	-2.09	42.1	4
PEB	18.42	1	False	0.51	23	False	1	null	null	null	null	null	R@18.79@0.73@n@n@260821@0.68@F|R@19.6@2.31@n@n@260617@2.4@T|R@19.93@2.96@n@n@260722@0.81@F|A@20.55@4.18@n@n@n@n@n|B@21.35@5.75@n@n@n@n@n|D@22.22@7.45@n@n@n@n@n|C@23.64@10.24@n@n@n@n@n	False	1.9	s,s,s,o,w,-,o	strong	strong	strong	warn	ok	ok	3	null	1	1	1	66	-0.16	40.0	4
TH	20.58	2	False	0.96	28	False	1	null	null	null	null	null	R@20.85@0.28@n@n@260626@2.29@T|P@21.76@1.23@n@n@n@n@n|A@22.67@2.18@n@n@n@n@n|B@23.82@3.39@n@n@n@n@n|D@25.09@4.71@n@n@n@n@n|C@27.15@6.87@n@n@n@n@n	False	0.89	s,w,o,s,o,-,o	warn	ok	strong	ok	ok	strong	2	null	1	3	2	32	15.82	64.2	3
MU	1082.28	2	False	47.98	null	False	1	null	null	null	null	null	R@1089.29@0.15@n@n@260603@0.73@F|R@1255.0@3.6@n@n@260625@1.47@T|A@1326.78@5.1@n@n@n@n@n|B@1418.09@7.0@n@n@n@n@n|D@1518.9@9.1@n@n@n@n@n|C@1681.99@12.5@n@n@n@n@n	False	0.77	s,w,o,o,s,-,s	warn	ok	strong	strong	strong	ok	3	null	1	1	2	12	14.94	74.5	1
COST	922.77	1	False	15.73	53	False	1	null	null	null	null	null	R@964.33@2.64@n@n@260717@0.88@F|R@978.7@3.56@n@n@260819@0.92@F|R@987.55@4.12@n@n@260728@1.15@F|R@1031.27@6.9@n@n@260501@0.86@F|P@1096.5@11.04@n@n@n@n@n|A@1126.79@12.97@n@n@n@n@n|B@1165.31@15.42@n@n@n@n@n|D@1207.85@18.12@n@n@n@n@n|C@1276.66@22.5@n@n@n@n@n	False	2.09	w,w,s,w,s,-,o	warn	strong	warn	strong	ok	warn	2	null	3	1	1	94	-1.25	35.8	2
BE	288.7	1	False	19.2	null	False	1	null	null	null	null	null	R@302.99@0.74@n@n@260504@0.89@F|R@322.83@1.78@n@n@260522@0.88@F|R@351.28@3.26@n@n@260625@1.16@F|A@384.1@4.97@n@n@n@n@n|B@425.85@7.14@n@n@n@n@n|D@471.95@9.55@n@n@n@n@n|C@546.52@13.43@n@n@n@n@n	False	1.05	w,o,w,s,s,-,o	ok	warn	warn	strong	ok	strong	2	null	2	2	2	72	25.7	73.5	3
LLY	1183.46	1	False	32.5	23	False	null	2.76	2.02	1.49	1150.81	7	R@1232.0@1.49@TP1@1.49@260728@0.98@F|R@1249.45@2.03@TP2@2.02@260707@0.88@F|R@1292.65@3.36@TP3@3.34@260819@1.63@T|A@1327.78@4.44@n@4.42@n@n@n|B@1372.46@5.82@n@5.79@n@n@n|D@1421.8@7.33@n@7.3@n@n@n|C@1501.61@9.79@n@9.74@n@n@n	True	0.81	o,s,w,o,o,-,o	strong	warn	ok	ok	ok	ok	1	null	1	1	1	83	0.51	36.8	4
SN	177.74	1	False	6.68	28	False	1	null	null	null	null	null	R@191.22@2.02@n@n@260811@1.01@F|A@199.17@3.21@n@n@n@n@n|B@205.06@4.09@n@n@n@n@n|D@211.56@5.07@n@n@n@n@n|C@222.08@6.64@n@n@n@n@n	False	0.57	s,o,w,s,o,-,o	ok	warn	strong	ok	ok	strong	2	null	1	1	1	115	3.22	44.6	3
FLEX	114.68	1	False	5.59	27	False	1	null	null	null	null	null	R@116.17@0.27@n@n@260827@0.91@F|R@131.63@3.03@n@n@260817@0.59@F|R@147.34@5.84@n@n@260513@1.13@F|R@165.89@9.15@n@n@260625@0.85@F|A@179.25@11.54@n@n@n@n@n|B@195.02@14.36@n@n@n@n@n|D@212.42@17.47@n@n@n@n@n|C@240.58@22.5@n@n@n@n@n	False	0.9	s,s,w,w,o,-,s	strong	warn	strong	ok	strong	warn	3	null	2	1	2	110	-0.45	51.6	2
NVS	145.46	1	False	3.24	null	False	1	null	null	null	null	null	R@152.54@2.19@n@n@260522@1.04@F|R@154.71@2.86@n@n@260611@1.28@T|R@157.34@3.67@n@n@260811@0.63@F|R@160.34@4.6@n@n@260728@0.94@F|P@164.48@5.88@n@n@n@n@n|A@168.67@7.17@n@n@n@n@n|B@173.99@8.82@n@n@n@n@n|D@179.87@10.63@n@n@n@n@n|C@189.38@13.57@n@n@n@n@n	False	0.45	w,w,s,w,o,-,o	warn	strong	warn	ok	ok	warn	1	null	3	1	1	119	-3.99	31.4	2
