# DICT bracket.targets fields (in order): type,price,date,atr_dist,vol_ratio,vol_validated,tp,r; type codes: {'resistance': 'R', 'support': 'S', 'prior_high': 'P', 'fib_1272': 'A', 'fib_1618': 'B', 'fib_2618': 'C', 'fib_2000': 'D'}
# DICT bracket.invalid_reason: 1=no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
# DICT bracket.stop_type: 1=fib_618; 2=fib_786; 3=ma100; 4=ma20; 5=ma200; 6=ma50; 7=ma_cluster; 8=swing_low; 9=swing_low_1; 10=swing_low_2; 11=swing_low_3
# DICT choch_state: 1=BEARISH; 2=BULLISH
# DICT elder_pattern: 1=ACCELERATION; 2=ACCUMULATION_BASE; 3=CORRECTION_REENTRY; 4=INTERRUPTED; 5=SUSTAINED
# DICT mp_state: 1=BUILDING; 2=FADING; 3=STRONG
# DICT source: 1=elder_list; 2=longlist; 3=qs; 4=radar-premove
# DICT structure_shift: 1=ABOVE_STRUCTURE; 2=BEARISH_CHOCH; 3=BULLISH_BOS; 4=RANGE
ticker	entry	source	held	atr_14d	days_to_earnings	bracket.invalid_reason	bracket.risk_pct	bracket.rr	bracket.rr_tp1	bracket.stop	bracket.stop_type	bracket.targets	bracket.valid	choch_state	elder_5d	elder_pattern	ma_20	ma_50	malformed_bracket	mp_state	pin_bar_level	pin_bar_state	structure_shift
PANW	374.57	1	False	18.57	40	1	null	null	null	null	null	R@387.33@260827@0.69@1.33@T@n@n|R@398.88@260813@1.31@0.76@F@n@n|A@423.45@n@2.63@n@n@n@n|B@454.71@n@4.31@n@n@n@n|D@489.22@n@6.17@n@n@n@n|C@545.05@n@9.18@n@n@n@n	False	2	[10, 10, 7, 10, 10]	3	356.12	354.58	null	1	null	NONE	4
SDGR	30.7	2	False	1.63	30	1	null	null	null	null	null	P@31.57@n@0.53@n@n@n@n|A@35.09@n@2.69@n@n@n@n|B@39.57@n@5.43@n@n@n@n|D@44.51@n@8.46@n@n@n@n|C@52.51@n@13.36@n@n@n@n	False	2	[10, 10, 10, 10, 10]	5	22.34	19.0	null	3	null	NONE	1
IBKR	91.88	1	False	3.05	null	null	3.65	2.85	1.76	88.53	9	R@97.77@260715@1.93@0.76@F@TP1@1.76|A@101.42@n@3.12@n@n@TP2@2.85|B@104.82@n@4.24@n@n@TP3@3.86|D@108.58@n@5.47@n@n@n@4.99|C@114.65@n@7.46@n@n@n@6.8	True	1	[0, 3, 5, 6, 9]	4	92.12	91.52	null	1	null	NONE	4
W	107.35	1	False	4.66	24	1	null	null	null	null	null	R@107.92@260819@0.12@0.6@F@n@n|R@118.31@260804@2.35@3.78@T@n@n|A@127.43@n@4.31@n@n@n@n|B@139.03@n@6.8@n@n@n@n|D@151.84@n@9.55@n@n@n@n|C@172.56@n@13.99@n@n@n@n	False	1	[10, 10, 6, 9, 10]	3	101.32	98.41	null	1	null	NONE	4
HPE	61.04	2	False	3.55	51	1	null	null	null	null	null	R@62.15@260911@0.31@1.66@T@n@n|R@64.25@260602@0.9@4.68@T@n@n|A@74.29@n@3.74@n@n@n@n|B@87.05@n@7.33@n@n@n@n|D@101.15@n@11.31@n@n@n@n|C@123.95@n@17.74@n@n@n@n	False	2	[6, 10, 10, 10, 7]	null	56.08	53.01	null	2	null	NONE	4
CLBT	11.66	1	False	0.53	35	null	5.23	3.48	1.26	11.05	9	R@12.43@260828@1.46@0.32@F@TP1@1.26|R@13.78@260421@4.02@0.53@F@TP2@3.48|R@14.05@260519@4.53@1.19@F@TP3@3.92|R@16.11@260601@8.43@1.97@T@n@7.3|P@17.05@n@10.21@n@n@n@8.84|A@18.38@n@12.73@n@n@n@11.02|B@20.07@n@15.93@n@n@n@13.79|D@21.93@n@19.45@n@n@n@16.84|C@24.95@n@25.17@n@n@n@21.79	True	1	[5, 7, 8, 3, 8]	4	11.62	13.12	null	2	null	NONE	2
COHU	64.54	2	False	3.91	26	1	null	null	null	null	null	R@70.92@260622@1.63@0.53@F@n@n|R@74.6@260630@2.57@0.87@F@n@n|A@81.46@n@4.33@n@n@n@n|B@90.19@n@6.56@n@n@n@n|D@99.82@n@9.02@n@n@n@n|C@115.41@n@13.01@n@n@n@n	False	2	[2, 8, 10, 10, 10]	1	52.23	52.42	null	1	null	NONE	1
LUV	42.08	1	False	1.26	null	1	null	null	null	null	null	R@42.39@260507@0.25@0.99@F@n@n|R@44.44@260527@1.87@1.22@T@n@n|R@49.73@260805@6.05@0.99@F@n@n|R@53.13@260626@8.74@1.57@T@n@n|A@56.48@n@11.38@n@n@n@n|B@60.73@n@14.74@n@n@n@n|D@65.43@n@18.46@n@n@n@n|C@73.03@n@24.47@n@n@n@n	False	1	[5, 8, 9, 10, 10]	1	39.62	43.18	null	1	null	NONE	4
VIA	28.37	2	False	1.28	37	1	null	null	null	null	null	R@29.11@260827@0.58@0.58@F@n@n|A@32.51@n@3.24@n@n@n@n|B@36.84@n@6.63@n@n@n@n|D@41.61@n@10.36@n@n@n@n|C@49.34@n@16.41@n@n@n@n	False	2	[5, 7, 8, 8, 8]	2	27.32	24.04	null	2	null	NONE	4
IQV	270.09	2	False	6.73	29	1	null	null	null	null	null	R@271.8@260904@0.25@0.96@F@n@n|A@279.69@n@1.43@n@n@n@n|B@287.07@n@2.52@n@n@n@n|D@295.23@n@3.74@n@n@n@n|C@308.42@n@5.7@n@n@n@n	False	2	[8, 8, 4, 7, 7]	4	264.15	243.83	null	2	null	NONE	4
CNK	35.88	1	False	1.08	30	1	null	null	null	null	null	R@36.2@260909@0.3@1.07@F@n@n|R@38.83@260824@2.74@1.13@F@n@n|A@41.83@n@5.52@n@n@n@n|B@45.46@n@8.9@n@n@n@n|D@49.46@n@12.61@n@n@n@n|C@55.94@n@18.63@n@n@n@n	False	2	[0, 3, 3, 6, 9]	4	35.44	35.3	null	1	null	NONE	4
APLE	15.78	1	False	0.31	31	1	null	null	null	null	null	R@15.85@260911@0.22@0.83@F@n@n|R@16.78@260824@3.21@0.62@F@n@n|R@17.06@260626@4.1@1.66@T@n@n|R@17.28@260806@4.81@2.49@T@n@n|A@17.63@n@5.93@n@n@n@n|B@18.08@n@7.37@n@n@n@n|D@18.57@n@8.94@n@n@n@n|C@19.37@n@11.51@n@n@n@n	False	1	[3, 3, 3, 7, 8]	2	15.78	16.19	null	1	null	NONE	2
S	23.85	2	False	1.18	51	1	null	null	null	null	null	R@23.95@260813@0.09@1.28@T@n@n|A@25.67@n@1.55@n@n@n@n|B@27.47@n@3.08@n@n@n@n|D@29.45@n@4.76@n@n@n@n|C@32.66@n@7.49@n@n@n@n	False	2	[10, 10, 7, 10, 10]	3	21.41	20.76	null	1	null	NONE	1
MSTR	167.33	2	False	9.38	26	null	6.71	2.64	1.42	156.11	8	R@183.25@260422@1.7@1.61@T@TP1@1.42|R@197.0@260511@3.16@0.83@F@TP2@2.64|A@208.12@n@4.35@n@n@TP3@3.64|B@222.27@n@5.86@n@n@n@4.9|D@237.89@n@7.52@n@n@n@6.29|C@263.16@n@10.22@n@n@n@8.54	True	2	[2, 2, 10, 10, 10]	1	136.34	113.8	null	3	null	NONE	1
PTRN	20.41	1	False	0.99	30	1	null	null	null	null	null	R@21.4@260610@1.0@1.31@T@n@n|R@22.49@260827@2.11@1.11@F@n@n|R@23.09@260814@2.71@0.97@F@n@n|R@25.85@260804@5.51@1.28@T@n@n|P@29.8@n@9.5@n@n@n@n|A@33.15@n@12.89@n@n@n@n|B@37.4@n@17.2@n@n@n@n|D@42.1@n@21.95@n@n@n@n|C@49.7@n@29.65@n@n@n@n	False	1	[5, 2, 5, 7, 8]	4	20.27	22.22	null	1	null	NONE	4
PENG	56.58	1	False	3.34	null	null	10.69	2.75	1.52	50.53	4	R@65.75@260817@2.75@1.01@F@TP1@1.52|R@73.24@260602@4.99@1.2@T@TP2@2.75|R@77.4@260622@6.24@1.62@T@TP3@3.44|R@89.86@260709@9.97@2.31@T@n@5.5|A@98.35@n@12.51@n@n@n@6.9|B@109.16@n@15.75@n@n@n@8.69|D@121.09@n@19.32@n@n@n@10.66|C@140.39@n@25.1@n@n@n@13.85	True	2	[5, 7, 10, 10, 10]	1	50.53	54.49	null	1	null	NONE	1
ALK	41.91	1	False	1.53	null	1	null	null	null	null	null	R@42.1@260507@0.12@0.71@F@n@n|R@44.38@260826@1.61@0.85@F@n@n|R@47.3@260417@3.51@1.76@T@n@n|R@51.5@260615@6.25@1.24@T@n@n|P@54.32@n@8.08@n@n@n@n|A@56.16@n@9.28@n@n@n@n|B@58.49@n@10.8@n@n@n@n|D@61.07@n@12.48@n@n@n@n|C@65.24@n@15.2@n@n@n@n	False	1	[2, 5, 5, 7, 9]	4	41.25	44.36	null	1	null	NONE	2
STM	53.41	1	False	1.88	26	null	4.01	12.97	1.7	51.27	1	R@57.04@260817@1.93@0.88@F@TP1@1.7|R@81.17@260622@14.76@0.74@F@TP2@12.97|A@94.69@n@21.95@n@n@TP3@19.29|B@111.57@n@30.92@n@n@n@27.18|D@130.21@n@40.83@n@n@n@35.89|C@160.36@n@56.86@n@n@n@49.98	True	2	[2, 2, 7, 8, 10]	4	50.35	53.48	null	1	null	NONE	3
ABBV	265.32	1	False	5.41	27	1	null	null	null	null	null	R@266.96@260819@0.3@1.04@F@n@n|A@274.11@n@1.63@n@n@n@n|B@282.55@n@3.19@n@n@n@n|D@291.87@n@4.91@n@n@n@n|C@306.95@n@7.7@n@n@n@n	False	2	[9, 9, 9, 9, 9]	5	259.7	256.03	null	2	null	NONE	3
ASX	45.2	2	False	1.79	26	1	null	null	null	null	null	R@45.52@260702@0.18@1.31@T@n@n|A@47.43@n@1.24@n@n@n@n|B@49.85@n@2.59@n@n@n@n|D@52.53@n@4.09@n@n@n@n|C@56.86@n@6.5@n@n@n@n	False	2	[0, 8, 10, 10, 10]	1	39.02	38.15	null	3	null	NONE	1
AMBA	67.06	1	False	4.08	49	null	10.02	3.61	0.62	60.34	11	R@71.24@260909@1.02@3.22@T@TP1@0.62|R@91.34@260731@5.95@4.53@T@TP2@3.61|R@94.0@260701@6.6@2.24@T@TP3@4.01|R@96.36@260526@7.18@2.09@T@n@4.36|A@102.35@n@8.65@n@n@n@5.25|B@109.97@n@10.51@n@n@n@6.39|D@118.39@n@12.58@n@n@n@7.64|C@132.0@n@15.91@n@n@n@9.66	True	2	[0, 5, 5, 9, 9]	1	67.04	71.86	null	1	null	NONE	2
TEL	213.48	1	False	6.08	30	1	null	null	null	null	null	R@213.71@260911@0.04@0.88@F@n@n|R@217.49@260513@0.66@1.38@T@n@n|R@220.57@260617@1.17@0.81@F@n@n|R@223.76@260604@1.69@0.82@F@n@n|P@252.56@n@6.43@n@n@n@n|A@265.49@n@8.56@n@n@n@n|B@281.93@n@11.27@n@n@n@n|D@300.09@n@14.26@n@n@n@n|C@329.46@n@19.09@n@n@n@n	False	1	[0, 5, 7, 9, 9]	1	205.72	207.19	null	1	null	NONE	4
RAL	69.0	2	False	2.36	30	null	4.61	2.02	1.09	65.82	8	R@72.46@260721@1.46@0.9@F@TP1@1.09|R@75.41@260625@2.71@1.28@T@TP2@2.02|A@78.02@n@3.82@n@n@TP3@2.84|B@81.34@n@5.22@n@n@n@3.88|D@85.0@n@6.77@n@n@n@5.03|C@90.93@n@9.28@n@n@n@6.9	True	1	[9, 10, 10, 10, 10]	5	64.81	66.87	null	1	null	NONE	4
TJX	130.8	1	False	2.98	40	1	null	null	null	null	null	R@155.74@260707@8.36@0.82@F@n@n|R@158.15@260717@9.16@1.01@F@n@n|R@160.89@260527@10.08@0.94@F@n@n|R@162.5@260807@10.62@0.93@F@n@n|P@170.0@n@13.13@n@n@n@n|A@174.8@n@14.74@n@n@n@n|B@180.91@n@16.79@n@n@n@n|D@187.66@n@19.05@n@n@n@n|C@198.57@n@22.7@n@n@n@n	False	1	[3, 3, 5, 7, 8]	2	130.24	144.49	null	1	null	NONE	2
CBRS	212.41	1	False	14.08	36	1	null	null	null	null	null	R@222.5@260908@0.72@0.91@F@n@n|R@244.0@260722@2.24@1.4@T@n@n|R@253.52@260610@2.92@n@n@n@n|R@265.63@260812@3.78@2.04@T@n@n	False	2	[5, 7, 9, 10, 10]	1	191.1	201.71	null	1	null	NONE	null
SAIL	21.37	2	False	1.25	54	1	null	null	null	null	null	P@21.86@n@0.39@n@n@n@n|A@23.29@n@1.53@n@n@n@n|B@25.1@n@2.98@n@n@n@n|D@27.1@n@4.58@n@n@n@n|C@30.34@n@7.17@n@n@n@n	False	1	[10, 10, 7, 10, 10]	3	19.24	17.97	null	1	null	NONE	4
NCNO	19.67	4	False	0.92	null	null	8.08	2.78	0.02	18.08	3	R@19.7@260805@0.03@0.86@F@TP1@0.02|R@24.09@260903@4.83@0.9@F@TP2@2.78|A@25.44@n@6.3@n@n@TP3@3.63|B@27.15@n@8.17@n@n@n@4.7|D@29.04@n@10.23@n@n@n@5.89|C@32.1@n@13.57@n@n@n@7.82	True	1	[1, 0, 0, 0, 0]	null	21.91	20.07	null	2	null	NONE	4
CIEN	368.56	1	False	24.89	56	1	null	null	null	null	null	R@415.8@260723@1.9@0.74@F@n@n|R@462.69@260813@3.78@1.33@T@n@n|R@485.69@260709@4.71@0.63@F@n@n|R@513.49@260409@5.82@0.99@F@n@n|P@637.51@n@10.81@n@n@n@n|A@675.18@n@12.32@n@n@n@n|B@723.1@n@14.24@n@n@n@n|D@776.01@n@16.37@n@n@n@n|C@861.6@n@19.81@n@n@n@n	False	1	[3, 5, 7, 9, 10]	1	354.56	380.53	null	1	null	NONE	2
SNPS	409.24	1	False	14.48	55	null	5.16	2.11	0.78	388.11	10	R@425.78@260817@1.14@0.64@F@TP1@0.78|R@453.91@260713@3.08@0.82@F@TP2@2.11|R@464.98@260827@3.85@2.46@T@TP3@2.64|R@479.8@260623@4.87@0.95@F@n@3.34|P@539.48@n@8.99@n@n@n@6.16|A@580.66@n@11.84@n@n@n@8.11|B@633.05@n@15.46@n@n@n@10.59|D@690.89@n@19.45@n@n@n@13.33|C@784.46@n@25.91@n@n@n@17.76	True	1	[3, 3, 3, 5, 9]	4	404.57	400.79	null	1	null	NONE	4
MRVL	262.36	2	True	14.49	49	null	7.0	3.37	2.05	244.0	8	R@300.0@260630@2.6@0.52@F@TP1@2.05|R@324.2@260603@4.27@3.02@T@TP2@3.37|A@353.24@n@6.27@n@n@TP3@4.95|B@382.95@n@8.32@n@n@n@6.57|D@415.76@n@10.59@n@n@n@8.36|C@468.83@n@14.25@n@n@n@11.25	True	2	[7, 10, 10, 10, 10]	null	230.15	217.27	null	1	null	NONE	1
NVDA	228.87	2	False	6.25	40	1	null	null	null	null	null	R@230.47@260827@0.26@2.39@T@n@n|R@234.76@260904@0.94@1.05@F@n@n|A@247.91@n@3.05@n@n@n@n|B@262.37@n@5.36@n@n@n@n|D@278.34@n@7.92@n@n@n@n|C@304.17@n@12.05@n@n@n@n	False	2	[0, 5, 6, 7, 10]	4	220.53	215.11	null	1	null	NONE	4
DJT	9.38	1	False	0.44	32	1	null	null	null	null	null	R@9.65@260529@0.62@1.84@T@n@n|R@9.95@260720@1.3@0.84@F@n@n|R@10.23@260827@1.95@1.25@T@n@n|R@10.55@260417@2.68@1.25@T@n@n|A@11.03@n@3.78@n@n@n@n|B@11.64@n@5.17@n@n@n@n|D@12.32@n@6.73@n@n@n@n|C@13.41@n@9.22@n@n@n@n	False	1	[0, 3, 3, 6, 10]	4	9.11	9.22	null	1	null	NONE	4
HON	211.85	1	False	4.88	null	1	null	null	null	null	null	R@221.45@260828@1.97@0.72@F@n@n|R@231.82@260511@4.09@1.12@F@n@n|R@248.38@260410@7.48@0.52@F@n@n|R@251.16@260805@8.05@0.69@F@n@n|A@261.92@n@10.25@n@n@n@n|B@274.53@n@12.83@n@n@n@n|D@288.46@n@15.69@n@n@n@n|C@310.99@n@20.3@n@n@n@n	False	1	[5, 5, 5, 5, 8]	2	209.12	224.23	null	1	null	NONE	2
ALGM	35.51	1	False	1.92	26	1	null	null	null	null	null	R@37.67@260908@1.13@1.3@T@n@n|R@46.58@260817@5.77@0.7@F@n@n|R@51.4@260506@8.29@1.7@T@n@n|R@54.4@260604@9.85@0.79@F@n@n|P@71.77@n@18.91@n@n@n@n|A@79.52@n@22.96@n@n@n@n|B@89.38@n@28.1@n@n@n@n|D@100.27@n@33.78@n@n@n@n|C@117.88@n@42.97@n@n@n@n	False	1	[2, 2, 5, 7, 8]	2	35.46	40.47	null	1	null	NONE	2
A	167.25	2	False	4.45	43	1	null	null	null	null	null	P@167.59@n@0.08@n@n@n@n|A@174.75@n@1.69@n@n@n@n|B@183.87@n@3.74@n@n@n@n|D@193.93@n@6.0@n@n@n@n|C@210.21@n@9.66@n@n@n@n	False	2	[7, 8, 10, 10, 10]	null	152.58	146.65	null	1	null	NONE	1
IRDM	48.65	1	False	1.12	null	null	2.96	3.6	1.61	47.21	7	R@50.97@260817@2.08@0.99@F@TP1@1.61|R@53.83@260603@4.64@1.15@F@TP2@3.6|R@57.18@260702@7.64@0.9@F@TP3@5.92|A@61.69@n@11.67@n@n@n@9.06|B@67.43@n@16.81@n@n@n@13.04|D@73.76@n@22.48@n@n@n@17.44|C@84.01@n@31.66@n@n@n@24.56	True	2	[5, 8, 2, 8, 9]	4	47.21	47.7	null	1	null	NONE	3
ACMR	75.8	1	False	4.79	30	1	null	null	null	null	null	R@78.71@260908@0.61@1.12@F@n@n|R@92.55@260807@3.5@1.38@T@n@n|R@127.19@260630@10.73@1.07@F@n@n|A@141.61@n@13.74@n@n@n@n|B@159.94@n@17.56@n@n@n@n|D@180.19@n@21.79@n@n@n@n|C@212.94@n@28.62@n@n@n@n	False	1	[0, 3, 3, 7, 10]	4	72.3	78.16	null	1	null	NONE	4
AMAT	472.46	1	False	21.6	36	null	7.65	2.53	0.04	436.33	10	R@474.04@260909@0.07@0.54@F@TP1@0.04|R@563.76@260813@4.23@1.71@T@TP2@2.53|R@739.67@260630@12.37@1.31@T@TP3@7.4|A@832.78@n@16.68@n@n@n@9.97|B@951.21@n@22.16@n@n@n@13.25|D@1081.97@n@28.21@n@n@n@16.87|C@1293.51@n@38.01@n@n@n@22.72	True	1	[0, 0, 5, 7, 10]	4	452.24	496.29	null	1	null	NONE	4
TER	398.69	1	False	21.69	24	1	null	null	null	null	null	R@409.72@260804@0.51@1.1@F@n@n|R@420.6@260603@1.01@0.88@F@n@n|R@444.17@260817@2.1@0.87@F@n@n|R@487.91@260630@4.11@0.92@F@n@n|A@528.05@n@5.96@n@n@n@n|B@579.11@n@8.32@n@n@n@n|D@635.48@n@10.92@n@n@n@n|C@726.68@n@15.12@n@n@n@n	False	2	[0, 3, 7, 10, 10]	1	359.64	365.85	null	1	null	NONE	1
FIVN	38.65	2	False	2.06	33	1	null	null	null	null	null	P@39.55@n@0.44@n@n@n@n|A@42.11@n@1.68@n@n@n@n|B@45.38@n@3.26@n@n@n@n|D@48.99@n@5.01@n@n@n@n|C@54.83@n@7.84@n@n@n@n	False	2	[8, 8, 3, 10, 10]	4	33.32	30.64	null	1	null	NONE	1
TSM	452.0	2	False	10.89	null	null	4.43	2.16	1.24	431.99	2	R@476.79@260622@2.28@1.04@F@TP1@1.24|A@495.27@n@3.97@n@n@TP2@2.16|B@515.96@n@5.87@n@n@TP3@3.2|D@538.81@n@7.97@n@n@n@4.34|C@575.77@n@11.36@n@n@n@6.19	True	2	[0, 5, 9, 10, 10]	1	425.89	418.2	null	1	null	NONE	3
MKSI	260.37	1	False	13.27	30	1	null	null	null	null	null	R@270.29@260911@0.75@0.96@F@n@n|R@294.05@260424@2.54@0.84@F@n@n|R@325.24@260817@4.89@0.77@F@n@n|R@341.81@260603@6.14@0.56@F@n@n|P@447.62@n@14.11@n@n@n@n|A@488.32@n@17.18@n@n@n@n|B@540.09@n@21.08@n@n@n@n|D@597.24@n@25.39@n@n@n@n|C@689.71@n@32.36@n@n@n@n	False	1	[0, 3, 5, 7, 9]	4	255.57	288.04	null	1	null	NONE	2
DOC	20.6	1	False	0.38	null	null	2.77	2.11	0.39	20.03	9	R@20.82@260611@0.58@0.73@F@TP1@0.39|R@21.8@260826@3.17@0.82@F@TP2@2.11|R@22.13@260707@4.04@0.84@F@TP3@2.68|R@22.95@260728@6.2@1.19@F@n@4.12|A@23.4@n@7.39@n@n@n@4.91|B@23.97@n@8.89@n@n@n@5.91|D@24.6@n@10.55@n@n@n@7.02|C@25.62@n@13.25@n@n@n@8.81	True	1	[3, 3, 3, 7, 8]	2	20.72	21.26	null	2	null	NONE	2
WDC	464.6	1	False	28.82	26	1	null	null	null	null	null	R@479.85@260827@0.53@0.94@F@n@n|R@495.49@260909@1.07@0.64@F@n@n|R@525.15@260511@2.1@1.25@T@n@n|R@548.6@260817@2.92@1.11@F@n@n|P@799.87@n@11.63@n@n@n@n|A@886.64@n@14.65@n@n@n@n|B@997.01@n@18.48@n@n@n@n|D@1118.87@n@22.71@n@n@n@n|C@1316.01@n@29.55@n@n@n@n	False	1	[0, 3, 3, 7, 9]	4	450.08	477.2	null	1	null	NONE	2
OUST	40.25	1	False	2.57	29	null	11.68	2.47	1.94	35.55	4	R@49.39@260602@3.56@0.63@F@TP1@1.94|R@51.85@260817@4.52@1.17@F@TP2@2.47|R@63.79@260630@9.17@1.49@T@TP3@5.01|A@70.53@n@11.79@n@n@n@6.44|B@79.11@n@15.13@n@n@n@8.27|D@88.58@n@18.82@n@n@n@10.28|C@103.9@n@24.79@n@n@n@13.54	True	2	[3, 3, 5, 9, 10]	1	35.55	38.38	null	1	null	NONE	1
MAR	348.06	1	False	7.37	29	null	2.26	4.06	2.15	340.19	4	R@365.0@260506@2.3@1.4@T@TP1@2.15|R@380.0@260421@4.34@1.07@F@TP2@4.06|R@383.99@260707@4.88@0.89@F@TP3@4.57|R@388.37@260528@5.47@1.41@T@n@5.12|P@410.98@n@8.54@n@n@n@7.99|A@428.58@n@10.93@n@n@n@10.23|B@450.98@n@13.97@n@n@n@13.08|D@475.7@n@17.33@n@n@n@16.22|C@515.7@n@22.76@n@n@n@21.3	True	1	[5, 5, 7, 8, 9]	4	340.19	353.77	null	1	null	NONE	4
EW	88.78	1	False	2.05	26	1	null	null	null	null	null	R@89.08@260724@0.15@1.92@T@n@n|R@92.95@260901@2.03@0.88@F@n@n|R@96.29@260707@3.66@0.93@F@n@n|A@99.86@n@5.4@n@n@n@n|B@104.4@n@7.62@n@n@n@n|D@109.41@n@10.06@n@n@n@n|C@117.52@n@14.02@n@n@n@n	False	1	[5, 5, 7, 8, 8]	2	88.6	88.45	null	1	null	NONE	4
SNDK	1887.04	2	False	117.79	31	null	10.22	3.61	2.42	1694.13	2	R@2354.39@260622@3.97@0.93@F@TP1@2.42|A@2582.88@n@5.91@n@n@TP2@3.61|B@2873.53@n@8.38@n@n@TP3@5.11|D@3194.42@n@11.1@n@n@n@6.78|C@3713.56@n@15.51@n@n@n@9.47	True	2	[0, 5, 10, 10, 10]	1	1619.64	1505.48	null	1	null	NONE	1
FLEX	114.45	1	False	5.49	30	1	null	null	null	null	null	R@116.17@260827@0.31@0.91@F@n@n|R@131.63@260817@3.13@0.59@F@n@n|R@147.34@260513@5.99@1.13@F@n@n|R@165.89@260625@9.36@0.85@F@n@n|A@179.25@n@11.8@n@n@n@n|B@195.02@n@14.67@n@n@n@n|D@212.42@n@17.84@n@n@n@n|C@240.58@n@22.96@n@n@n@n	False	1	[2, 5, 2, 7, 9]	4	110.25	116.06	null	1	null	NONE	2
MRNA	182.56	2	False	13.02	31	1	null	null	null	null	null	P@187.2@n@0.36@n@n@n@n|A@202.66@n@1.54@n@n@n@n|B@222.31@n@3.05@n@n@n@n|D@244.02@n@4.72@n@n@n@n|C@279.13@n@7.42@n@n@n@n	False	2	[5, 8, 8, 8, 10]	null	149.47	102.57	null	3	null	NONE	1
FTNT	174.26	2	True	7.1	30	1	null	null	null	null	null	P@176.1@n@0.26@n@n@n@n|A@183.68@n@1.33@n@n@n@n|B@193.31@n@2.68@n@n@n@n|D@203.95@n@4.18@n@n@n@n|C@221.16@n@6.61@n@n@n@n	False	2	[10, 10, 7, 10, 7]	null	164.29	160.79	null	2	null	NONE	3
KLAC	188.32	1	False	8.57	25	null	5.59	2.52	0.24	177.8	4	R@190.87@260908@0.3@1.36@T@TP1@0.24|R@214.8@260813@3.09@0.72@F@TP2@2.52|R@307.37@260630@13.89@0.31@F@TP3@11.32|A@327.05@n@16.18@n@n@n@13.19|B@352.09@n@19.11@n@n@n@15.57|D@379.74@n@22.33@n@n@n@18.2|C@424.46@n@27.55@n@n@n@22.45	True	1	[0, 3, 7, 8, 10]	4	177.8	191.12	null	1	null	NONE	2
VSXY	83.82	1	False	4.12	52	1	null	null	null	null	null	R@88.57@260626@1.15@1.91@T@n@n|R@92.65@260826@2.14@0.9@F@n@n|R@102.46@260810@4.52@1.07@F@n@n|A@110.04@n@6.36@n@n@n@n|B@119.68@n@8.7@n@n@n@n|D@130.32@n@11.28@n@n@n@n|C@147.54@n@15.46@n@n@n@n	False	1	[3, 3, 5, 9, 10]	1	80.22	84.94	null	1	null	NONE	4
ARM	333.2	2	False	18.63	30	null	10.45	3.43	2.72	298.38	8	R@427.99@260602@5.09@1.15@F@TP1@2.72|R@452.7@260618@6.41@2.42@T@TP2@3.43|A@494.68@n@8.67@n@n@TP3@4.64|B@548.07@n@11.53@n@n@n@6.17|D@607.02@n@14.7@n@n@n@7.86|C@702.39@n@19.82@n@n@n@10.6	True	2	[2, 7, 10, 10, 10]	1	257.97	261.74	null	1	null	NONE	1
CRWD	250.06	2	True	12.81	49	1	null	null	null	null	null	P@250.8@n@0.06@n@n@n@n|A@269.72@n@1.53@n@n@n@n|B@293.79@n@3.41@n@n@n@n|D@320.36@n@5.49@n@n@n@n|C@363.35@n@8.85@n@n@n@n	False	2	[10, 10, 7, 10, 7]	null	221.69	209.57	null	3	null	NONE	1
SHOP	147.74	1	False	6.58	29	null	5.77	2.83	1.03	139.21	4	R@156.49@260828@1.33@0.49@F@TP1@1.03|A@171.87@n@3.67@n@n@TP2@2.83|B@188.42@n@6.19@n@n@TP3@4.77|D@206.68@n@8.96@n@n@n@6.91|C@236.23@n@13.46@n@n@n@10.37	True	1	[3, 3, 3, 5, 10]	4	139.21	136.84	null	1	null	NONE	4
PG	148.22	1	False	2.26	null	1	null	null	null	null	null	R@148.36@260901@0.06@0.92@F@n@n|R@152.42@260424@1.86@1.53@T@n@n|R@153.68@260728@2.41@1.53@T@n@n|A@156.95@n@3.86@n@n@n@n|B@160.29@n@5.33@n@n@n@n|D@163.98@n@6.96@n@n@n@n|C@169.95@n@9.6@n@n@n@n	False	2	[9, 9, 6, 5, 8]	4	145.71	146.1	null	2	null	NONE	4
ONTO	283.81	1	False	16.89	31	1	null	null	null	null	null	R@288.63@260909@0.29@0.74@F@n@n|R@303.64@260723@1.17@0.63@F@n@n|R@316.0@260424@1.91@1.35@T@n@n|R@353.84@260817@4.15@1.01@F@n@n|P@386.46@n@6.08@n@n@n@n|A@407.74@n@7.34@n@n@n@n|B@434.81@n@8.94@n@n@n@n|D@464.69@n@10.71@n@n@n@n|C@513.04@n@13.57@n@n@n@n	False	1	[0, 3, 5, 7, 10]	4	268.32	281.77	null	1	null	NONE	2
SW	46.45	1	False	1.52	30	1	null	null	null	null	null	R@47.86@260625@0.93@1.45@T@n@n|R@50.19@260813@2.46@0.81@F@n@n|R@51.99@260728@3.64@1.73@T@n@n|A@54.59@n@5.34@n@n@n@n|B@57.9@n@7.52@n@n@n@n|D@61.56@n@9.92@n@n@n@n|C@67.47@n@13.8@n@n@n@n	False	1	[3, 5, 4, 8, 9]	4	45.51	46.53	null	2	null	NONE	4
